FEN:ID,Function Code,composition count before accumulation,composition count after accumulation
"0x4aadeb688a85d4828c682716626e1398c18aa616/BunzolaToken.sol:BunzolaToken:getCoinAge(address,uint256)","    function getCoinAge(address _address, uint _now) internal returns (uint _coinAge) {
        if(transferIns[_address].length <= 0) return 0;

        for (uint i = 0; i < transferIns[_address].length; i++){
            if( _now < uint(transferIns[_address][i].time).add(stakeMinAge) ) continue;

            uint nCoinSeconds = _now.sub(uint(transferIns[_address][i].time));
            if( nCoinSeconds > stakeMaxAge ) nCoinSeconds = stakeMaxAge;

            _coinAge = _coinAge.add(uint(transferIns[_address][i].amount) * nCoinSeconds.div(1 days));
        }
    }
",2,38
0x5c227eb319c24249df66d0c5879515aa59787471/BitAlpha.sol:BitAlpha:onlyOwner(),"     modifier onlyOwner() {
        require(msg.sender == owner);
        _;
    }
",1,8910
0x5c227eb319c24249df66d0c5879515aa59787471/BitAlpha.sol:BitAlpha:balanceOf(address),"     function balanceOf(address _owner) constant returns (uint256 balance) {
        return balances[_owner];
     }
",0,226
"0x5c227eb319c24249df66d0c5879515aa59787471/BitAlpha.sol:BitAlpha:transfer(address,uint256)","     function transfer(address _to, uint256 _amount) returns (bool success) {
         if (balances[msg.sender] >= _amount
            && _amount > 0
             && balances[_to] + _amount > balances[_to]) {
             balances[msg.sender] -= _amount;
             balances[_to] += _amount;
             Transfer(msg.sender, _to, _amount);
            return true;
         } else {
             return false;
         }
     }
",0,3
"0x5c227eb319c24249df66d0c5879515aa59787471/BitAlpha.sol:BitAlpha:transferFrom(address,address,uint256)","     function transferFrom(
         address _from,
         address _to,
         uint256 _amount
     ) returns (bool success) {
         if (balances[_from] >= _amount
             && allowed[_from][msg.sender] >= _amount
             && _amount > 0
             && balances[_to] + _amount > balances[_to]) {
             balances[_from] -= _amount;
             allowed[_from][msg.sender] -= _amount;
             balances[_to] += _amount;
             Transfer(_from, _to, _amount);
             return true;
         } else {
            return false;
         }
     }
",0,1
"0x5c227eb319c24249df66d0c5879515aa59787471/BitAlpha.sol:BitAlpha:approve(address,uint256)","     function approve(address _spender, uint256 _amount) returns (bool success) {
         allowed[msg.sender][_spender] = _amount;
        Approval(msg.sender, _spender, _amount);
         return true;
     }
",0,2
"0x5c227eb319c24249df66d0c5879515aa59787471/BitAlpha.sol:BitAlpha:allowance(address,address)","     function allowance(address _owner, address _spender) constant returns (uint256 remaining) {
         return allowed[_owner][_spender];
    }
",0,14
"0x2d51eef741d906084ce3bacaa0e66e4d261fdccf/AutomobileCyberchainToken.sol:SafeMath:safeMul(uint256,uint256)","  function safeMul(uint a, uint b) internal returns (uint) {
    uint c = a * b;
    assert(a == 0 || c / a == b);
    return c;
  }
",1,93
"0x2d51eef741d906084ce3bacaa0e66e4d261fdccf/AutomobileCyberchainToken.sol:SafeMath:safeSub(uint256,uint256)","  function safeSub(uint a, uint b) internal returns (uint) {
    assert(b <= a);
    return a - b;
  }
",1,262
"0x2d51eef741d906084ce3bacaa0e66e4d261fdccf/AutomobileCyberchainToken.sol:SafeMath:safeAdd(uint256,uint256)","  function safeAdd(uint a, uint b) internal returns (uint) {
    uint c = a + b;
    assert(c>=a && c>=b);
    return c;
  }
",2,239
0x2d51eef741d906084ce3bacaa0e66e4d261fdccf/AutomobileCyberchainToken.sol:SafeMath:assert(bool),"  function assert(bool assertion) internal {
    if (!assertion) throw;
  }
",3,431
"0x2d51eef741d906084ce3bacaa0e66e4d261fdccf/AutomobileCyberchainToken.sol:StandardToken:transfer(address,uint256)","    function transfer(address _to, uint256 _value) returns (bool success) {
        //Default assumes totalSupply can't be over max (2^256 - 1).
        //If your token leaves out totalSupply and can issue more tokens as time goes on, you need to check if it doesn't wrap.
        //Replace the if with this one instead.
        if (balances[msg.sender] >= _value && balances[_to] + _value > balances[_to]) {
        //if (balances[msg.sender] >= _value && _value > 0) {
            balances[msg.sender] -= _value;
            balances[_to] += _value;
            Transfer(msg.sender, _to, _value);
            return true;
        } else { return false; }
    }
",0,6
"0x2d51eef741d906084ce3bacaa0e66e4d261fdccf/AutomobileCyberchainToken.sol:StandardToken:transferFrom(address,address,uint256)","    function transferFrom(address _from, address _to, uint256 _value) returns (bool success) {
        //same as above. Replace this line with the following if you want to protect against wrapping uints.
        if (balances[_from] >= _value && allowed[_from][msg.sender] >= _value && balances[_to] + _value > balances[_to]) {
        //if (balances[_from] >= _value && allowed[_from][msg.sender] >= _value && _value > 0) {
            balances[_to] += _value;
            balances[_from] -= _value;
            allowed[_from][msg.sender] -= _value;
            Transfer(_from, _to, _value);
            return true;
        } else { return false; }
    }
",0,13
0x2d51eef741d906084ce3bacaa0e66e4d261fdccf/AutomobileCyberchainToken.sol:StandardToken:balanceOf(address),"    function balanceOf(address _owner) constant returns (uint256 balance) {
        return balances[_owner];
    }
",0,226
"0x2d51eef741d906084ce3bacaa0e66e4d261fdccf/AutomobileCyberchainToken.sol:StandardToken:approve(address,uint256)","    function approve(address _spender, uint256 _value) returns (bool success) {
        allowed[msg.sender][_spender] = _value;
        Approval(msg.sender, _spender, _value);
        return true;
    }
",0,316
"0x2d51eef741d906084ce3bacaa0e66e4d261fdccf/AutomobileCyberchainToken.sol:StandardToken:allowance(address,address)","    function allowance(address _owner, address _spender) constant returns (uint256 remaining) {
      return allowed[_owner][_spender];
    }
",0,14
"0x7e2495d14237d66251442c56b67583e9c7f80047/Antoken.sol:SafeMath:mul(uint256,uint256)","  function mul(uint256 a, uint256 b) internal constant returns (uint256) {
    uint256 c = a * b;
    assert(a == 0 || c / a == b);
    return c;
  }
",0,924
"0x7e2495d14237d66251442c56b67583e9c7f80047/Antoken.sol:SafeMath:div(uint256,uint256)","  function div(uint256 a, uint256 b) internal constant returns (uint256) {
    // assert(b > 0); // Solidity automatically throws when dividing by 0
    uint256 c = a / b;
    // assert(a == b * c + a % b); // There is no case in which this doesn't hold
    return c;
  }
",0,624
"0x7e2495d14237d66251442c56b67583e9c7f80047/Antoken.sol:SafeMath:sub(uint256,uint256)","  function sub(uint256 a, uint256 b) internal constant returns (uint256) {
    assert(b <= a);
    return a - b;
  }
",0,5487
"0x7e2495d14237d66251442c56b67583e9c7f80047/Antoken.sol:SafeMath:add(uint256,uint256)","  function add(uint256 a, uint256 b) internal constant returns (uint256) {
    uint256 c = a + b;
    assert(c >= a);
    return c;
  }
",0,5961
0x7e2495d14237d66251442c56b67583e9c7f80047/Antoken.sol:owned:owned(),"        function owned() {
            owner = msg.sender;
        }
",0,10
0x7e2495d14237d66251442c56b67583e9c7f80047/Antoken.sol:owned:onlyOwner(),"        modifier onlyOwner {
            require(msg.sender == owner);
            _;
        }
",3,8910
0x7e2495d14237d66251442c56b67583e9c7f80047/Antoken.sol:owned:transferOwnership(address),"        function transferOwnership(address newOwner) onlyOwner {
            owner = newOwner;
        }
",0,5
"0x7e2495d14237d66251442c56b67583e9c7f80047/Antoken.sol:Antoken:mintToken(address,uint256)","	function mintToken(address target, uint256 mintedAmount) onlyOwner {
		balanceOf[target] += mintedAmount;
        totalSupply += mintedAmount;
        Transfer(0, owner, mintedAmount);
        Transfer(owner, target, mintedAmount);
    }
",0,2
"0x7e2495d14237d66251442c56b67583e9c7f80047/Antoken.sol:Antoken:_transfer(address,address,uint256)","    function _transfer(address _from, address _to, uint _value) internal {
        // Prevent transfer to 0x0 address. Use burn() instead
        require(_to != 0x0);
        // Check if the sender has enough
        require(balanceOf[_from] >= _value);
        // Check for overflows
        require(balanceOf[_to] + _value > balanceOf[_to]);
        // Save this for an assertion in the future
        uint previousBalances = balanceOf[_from] + balanceOf[_to];
        // Subtract from the sender
        balanceOf[_from] -= _value;
        // Add the same to the recipient
        balanceOf[_to] += _value;
        Transfer(_from, _to, _value);
        // Asserts are used to use static analysis to find bugs in your code. They should never fail
        assert(balanceOf[_from] + balanceOf[_to] == previousBalances);
    }
",2,787
"0x7e2495d14237d66251442c56b67583e9c7f80047/Antoken.sol:Antoken:transfer(address,uint256)","    function transfer(address _to, uint256 _value) public {
        _transfer(msg.sender, _to, _value);
    }
",0,8
"0x7e2495d14237d66251442c56b67583e9c7f80047/Antoken.sol:Antoken:approve(address,uint256)","    function approve(address _spender, uint256 _value) public
        returns (bool success) {
        allowance[msg.sender][_spender] = _value;
        return true;
    }
",1,428
0x7e2495d14237d66251442c56b67583e9c7f80047/Antoken.sol:Antoken:burn(uint256),"    function burn(uint256 _value) public returns (bool success) {
        require(balanceOf[msg.sender] >= _value);   // Check if the sender has enough
        balanceOf[msg.sender] -= _value;            // Subtract from the sender
        totalSupply -= _value;                      // Updates totalSupply
        Burn(msg.sender, _value);
        return true;
    }
",0,2
"0x7e2495d14237d66251442c56b67583e9c7f80047/Antoken.sol:Antoken:burnFrom(address,uint256)","    function burnFrom(address _from, uint256 _value) public returns (bool success) {
        require(balanceOf[_from] >= _value);                // Check if the targeted balance is enough
        require(_value <= allowance[_from][msg.sender]);    // Check allowance
        balanceOf[_from] -= _value;                         // Subtract from the targeted balance
        allowance[_from][msg.sender] -= _value;             // Subtract from the sender's allowance
        totalSupply -= _value;                              // Update totalSupply
        Burn(_from, _value);
        return true;
    }
",0,1
"0x5fe8a4b8bf89077606aa8bbcb5ee131ae8dbf900/ADZbuzzCommunityToken.sol:SafeMath:safeAdd(uint256,uint256)","                function safeAdd(uint a, uint b) public pure returns (uint c) {
                    c = a + b;
                    require(c >= a);
                }
",2,560
"0x5fe8a4b8bf89077606aa8bbcb5ee131ae8dbf900/ADZbuzzCommunityToken.sol:SafeMath:safeSub(uint256,uint256)","                function safeSub(uint a, uint b) public pure returns (uint c) {
                    require(b <= a);
                    c = a - b;
                }
",2,497
"0x5fe8a4b8bf89077606aa8bbcb5ee131ae8dbf900/ADZbuzzCommunityToken.sol:SafeMath:safeMul(uint256,uint256)","                function safeMul(uint a, uint b) public pure returns (uint c) {
                    c = a * b;
                    require(a == 0 || c / a == b);
                }
",0,110
"0x5fe8a4b8bf89077606aa8bbcb5ee131ae8dbf900/ADZbuzzCommunityToken.sol:SafeMath:safeDiv(uint256,uint256)","                function safeDiv(uint a, uint b) public pure returns (uint c) {
                    require(b > 0);
                    c = a / b;
                }
",0,222
0x5fe8a4b8bf89077606aa8bbcb5ee131ae8dbf900/ADZbuzzCommunityToken.sol:Owned:onlyOwner(),"                modifier onlyOwner {
                    require(msg.sender == owner);
                    _;
                }
",2,8910
0x5fe8a4b8bf89077606aa8bbcb5ee131ae8dbf900/ADZbuzzCommunityToken.sol:Owned:transferOwnership(address),"                function transferOwnership(address _newOwner) public onlyOwner {
                    newOwner = _newOwner;
                }
",0,5
0x5fe8a4b8bf89077606aa8bbcb5ee131ae8dbf900/ADZbuzzCommunityToken.sol:ADZbuzzCommunityToken:totalSupply(),"                function totalSupply() public constant returns (uint) {
                    return _totalSupply  - balances[address(0)];
                }
",0,1
0x5fe8a4b8bf89077606aa8bbcb5ee131ae8dbf900/ADZbuzzCommunityToken.sol:ADZbuzzCommunityToken:balanceOf(address),"                function balanceOf(address tokenOwner) public constant returns (uint balance) {
                    return balances[tokenOwner];
                }
",0,3
"0x5fe8a4b8bf89077606aa8bbcb5ee131ae8dbf900/ADZbuzzCommunityToken.sol:ADZbuzzCommunityToken:transfer(address,uint256)","                function transfer(address to, uint tokens) public returns (bool success) {
                    balances[msg.sender] = safeSub(balances[msg.sender], tokens);
                    balances[to] = safeAdd(balances[to], tokens);
                    emit Transfer(msg.sender, to, tokens);
                    return true;
                }
",0,6
"0x5fe8a4b8bf89077606aa8bbcb5ee131ae8dbf900/ADZbuzzCommunityToken.sol:ADZbuzzCommunityToken:approve(address,uint256)","                function approve(address spender, uint tokens) public returns (bool success) {
                    allowed[msg.sender][spender] = tokens;
                    emit Approval(msg.sender, spender, tokens);
                    return true;
                }
",0,1
0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:oraclize_getPrice(string),"    function oraclize_getPrice(string datasource) oraclizeAPI internal returns (uint){
        return oraclize.getPrice(datasource);
    }
",0,1
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:oraclize_query(string,string)","    function oraclize_query(string datasource, string arg) oraclizeAPI internal returns (bytes32 id){
        uint price = oraclize.getPrice(datasource);
        if (price > 1 ether + tx.gasprice*200000) return 0; // unexpectedly high price
        return oraclize.query.value(price)(0, datasource, arg);
    }
",0,3
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:oraclize_query(uint256,string,string)","    function oraclize_query(uint timestamp, string datasource, string arg) oraclizeAPI internal returns (bytes32 id){
        uint price = oraclize.getPrice(datasource);
        if (price > 1 ether + tx.gasprice*200000) return 0; // unexpectedly high price
        return oraclize.query.value(price)(timestamp, datasource, arg);
    }
",2,4
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:oraclize_query(uint256,string,string,uint256)","    function oraclize_query(uint timestamp, string datasource, string arg, uint gaslimit) oraclizeAPI internal returns (bytes32 id){
        uint price = oraclize.getPrice(datasource, gaslimit);
        if (price > 1 ether + tx.gasprice*gaslimit) return 0; // unexpectedly high price
        return oraclize.query_withGasLimit.value(price)(timestamp, datasource, arg, gaslimit);
    }
",0,30
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:oraclize_query(string,string,uint256)","    function oraclize_query(string datasource, string arg, uint gaslimit) oraclizeAPI internal returns (bytes32 id){
        uint price = oraclize.getPrice(datasource, gaslimit);
        if (price > 1 ether + tx.gasprice*gaslimit) return 0; // unexpectedly high price
        return oraclize.query_withGasLimit.value(price)(0, datasource, arg, gaslimit);
    }
",0,32
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:oraclize_query(string,string,string)","    function oraclize_query(string datasource, string arg1, string arg2) oraclizeAPI internal returns (bytes32 id){
        uint price = oraclize.getPrice(datasource);
        if (price > 1 ether + tx.gasprice*200000) return 0; // unexpectedly high price
        return oraclize.query2.value(price)(0, datasource, arg1, arg2);
    }
",0,3
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:oraclize_query(uint256,string,string,string)","    function oraclize_query(uint timestamp, string datasource, string arg1, string arg2) oraclizeAPI internal returns (bytes32 id){
        uint price = oraclize.getPrice(datasource);
        if (price > 1 ether + tx.gasprice*200000) return 0; // unexpectedly high price
        return oraclize.query2.value(price)(timestamp, datasource, arg1, arg2);
    }
",0,4
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:oraclize_query(uint256,string,string,string,uint256)","    function oraclize_query(uint timestamp, string datasource, string arg1, string arg2, uint gaslimit) oraclizeAPI internal returns (bytes32 id){
        uint price = oraclize.getPrice(datasource, gaslimit);
        if (price > 1 ether + tx.gasprice*gaslimit) return 0; // unexpectedly high price
        return oraclize.query2_withGasLimit.value(price)(timestamp, datasource, arg1, arg2, gaslimit);
    }
",0,5
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:oraclize_query(string,string,string,uint256)","    function oraclize_query(string datasource, string arg1, string arg2, uint gaslimit) oraclizeAPI internal returns (bytes32 id){
        uint price = oraclize.getPrice(datasource, gaslimit);
        if (price > 1 ether + tx.gasprice*gaslimit) return 0; // unexpectedly high price
        return oraclize.query2_withGasLimit.value(price)(0, datasource, arg1, arg2, gaslimit);
    }
",0,30
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:oraclize_query(string,bytes[])","    function oraclize_query(string datasource, bytes[] argN) oraclizeAPI internal returns (bytes32 id){
        uint price = oraclize.getPrice(datasource);
        if (price > 1 ether + tx.gasprice*200000) return 0; // unexpectedly high price
        bytes memory args = ba2cbor(argN);
        return oraclize.queryN.value(price)(0, datasource, args);
    }
",5,75
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:oraclize_query(uint256,string,bytes[3])","    function oraclize_query(uint timestamp, string datasource, bytes[3] args) oraclizeAPI internal returns (bytes32 id) {
        bytes[] memory dynargs = new bytes[](3);
        dynargs[0] = args[0];
        dynargs[1] = args[1];
        dynargs[2] = args[2];
        return oraclize_query(timestamp, datasource, dynargs);
    }
",0,3
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:oraclize_query(uint256,string,bytes[3],uint256)","    function oraclize_query(uint timestamp, string datasource, bytes[3] args, uint gaslimit) oraclizeAPI internal returns (bytes32 id) {
        bytes[] memory dynargs = new bytes[](3);
        dynargs[0] = args[0];
        dynargs[1] = args[1];
        dynargs[2] = args[2];
        return oraclize_query(timestamp, datasource, dynargs, gaslimit);
    }
",1,5
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:oraclize_query(string,bytes[3],uint256)","    function oraclize_query(string datasource, bytes[3] args, uint gaslimit) oraclizeAPI internal returns (bytes32 id) {
        bytes[] memory dynargs = new bytes[](3);
        dynargs[0] = args[0];
        dynargs[1] = args[1];
        dynargs[2] = args[2];
        return oraclize_query(datasource, dynargs, gaslimit);
    }
",0,3
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:oraclize_query(string,bytes[4])","    function oraclize_query(string datasource, bytes[4] args) oraclizeAPI internal returns (bytes32 id) {
        bytes[] memory dynargs = new bytes[](4);
        dynargs[0] = args[0];
        dynargs[1] = args[1];
        dynargs[2] = args[2];
        dynargs[3] = args[3];
        return oraclize_query(datasource, dynargs);
    }
",0,5
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:oraclize_query(uint256,string,bytes[4])","    function oraclize_query(uint timestamp, string datasource, bytes[4] args) oraclizeAPI internal returns (bytes32 id) {
        bytes[] memory dynargs = new bytes[](4);
        dynargs[0] = args[0];
        dynargs[1] = args[1];
        dynargs[2] = args[2];
        dynargs[3] = args[3];
        return oraclize_query(timestamp, datasource, dynargs);
    }
",0,5
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:oraclize_query(uint256,string,bytes[4],uint256)","    function oraclize_query(uint timestamp, string datasource, bytes[4] args, uint gaslimit) oraclizeAPI internal returns (bytes32 id) {
        bytes[] memory dynargs = new bytes[](4);
        dynargs[0] = args[0];
        dynargs[1] = args[1];
        dynargs[2] = args[2];
        dynargs[3] = args[3];
        return oraclize_query(timestamp, datasource, dynargs, gaslimit);
    }
",0,2
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:oraclize_query(string,bytes[4],uint256)","    function oraclize_query(string datasource, bytes[4] args, uint gaslimit) oraclizeAPI internal returns (bytes32 id) {
        bytes[] memory dynargs = new bytes[](4);
        dynargs[0] = args[0];
        dynargs[1] = args[1];
        dynargs[2] = args[2];
        dynargs[3] = args[3];
        return oraclize_query(datasource, dynargs, gaslimit);
    }
",0,5
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:oraclize_query(string,bytes[5])","    function oraclize_query(string datasource, bytes[5] args) oraclizeAPI internal returns (bytes32 id) {
        bytes[] memory dynargs = new bytes[](5);
        dynargs[0] = args[0];
        dynargs[1] = args[1];
        dynargs[2] = args[2];
        dynargs[3] = args[3];
        dynargs[4] = args[4];
        return oraclize_query(datasource, dynargs);
    }
",0,2
0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:oraclize_cbAddress(),"    function oraclize_cbAddress() oraclizeAPI internal returns (address){
        return oraclize.cbAddress();
    }
",1,5
0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:oraclize_setCustomGasPrice(uint256),"    function oraclize_setCustomGasPrice(uint gasPrice) oraclizeAPI internal {
        return oraclize.setCustomGasPrice(gasPrice);
    }
",0,1
0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:oraclize_randomDS_getSessionPubKeyHash(),"    function oraclize_randomDS_getSessionPubKeyHash() oraclizeAPI internal returns (bytes32){
        return oraclize.randomDS_getSessionPubKeyHash();
    }
",1,5
0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:getCodeSize(address),"    function getCodeSize(address _addr) constant internal returns(uint _size) {
        assembly {
            _size := extcodesize(_addr)
        }
    }
",1,5
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:strCompare(string,string)","    function strCompare(string _a, string _b) internal pure returns (int) {
        bytes memory a = bytes(_a);
        bytes memory b = bytes(_b);
        uint minLength = a.length;
        if (b.length < minLength) minLength = b.length;
        for (uint i = 0; i < minLength; i ++)
            if (a[i] < b[i])
                return -1;
            else if (a[i] > b[i])
                return 1;
        if (a.length < b.length)
            return -1;
        else if (a.length > b.length)
            return 1;
        else
            return 0;
    }
",1,2
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:strConcat(string,string,string,string,string)","    function strConcat(string _a, string _b, string _c, string _d, string _e) internal pure returns (string) {
        bytes memory _ba = bytes(_a);
        bytes memory _bb = bytes(_b);
        bytes memory _bc = bytes(_c);
        bytes memory _bd = bytes(_d);
        bytes memory _be = bytes(_e);
        string memory abcde = new string(_ba.length + _bb.length + _bc.length + _bd.length + _be.length);
        bytes memory babcde = bytes(abcde);
        uint k = 0;
        for (uint i = 0; i < _ba.length; i++) babcde[k++] = _ba[i];
        for (i = 0; i < _bb.length; i++) babcde[k++] = _bb[i];
        for (i = 0; i < _bc.length; i++) babcde[k++] = _bc[i];
        for (i = 0; i < _bd.length; i++) babcde[k++] = _bd[i];
        for (i = 0; i < _be.length; i++) babcde[k++] = _be[i];
        return string(babcde);
    }
",3,31
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:strConcat(string,string,string,string)","    function strConcat(string _a, string _b, string _c, string _d) internal pure returns (string) {
        return strConcat(_a, _b, _c, _d, """");
    }
",0,5
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:strConcat(string,string,string)","    function strConcat(string _a, string _b, string _c) internal pure returns (string) {
        return strConcat(_a, _b, _c, """", """");
    }
",0,4
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:strConcat(string,string)","    function strConcat(string _a, string _b) internal pure returns (string) {
        return strConcat(_a, _b, """", """", """");
    }
",0,1
0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:parseInt(string),"    function parseInt(string _a) internal pure returns (uint) {
        return parseInt(_a, 0);
    }
",0,5
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:parseInt(string,uint256)","    function parseInt(string _a, uint _b) internal pure returns (uint) {
        bytes memory bresult = bytes(_a);
        uint mint = 0;
        bool decimals = false;
        for (uint i=0; i<bresult.length; i++){
            if ((bresult[i] >= 48)&&(bresult[i] <= 57)){
                if (decimals){
                   if (_b == 0) break;
                    else _b--;
                }
                mint *= 10;
                mint += uint(bresult[i]) - 48;
            } else if (bresult[i] == 46) decimals = true;
        }
        if (_b > 0) mint *= 10**_b;
        return mint;
    }
",1,9
0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:uint2str(uint256),"    function uint2str(uint i) internal pure returns (string){
        if (i == 0) return ""0"";
        uint j = i;
        uint len;
        while (j != 0){
            len++;
            j /= 10;
        }
        bytes memory bstr = new bytes(len);
        uint k = len - 1;
        while (i != 0){
            bstr[k--] = byte(48 + i % 10);
            i /= 10;
        }
        return string(bstr);
    }
",0,4
0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:oraclize_setNetworkName(string),"    function oraclize_setNetworkName(string _network_name) internal {
        oraclize_network_name = _network_name;
    }
",1,5
0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:oraclize_getNetworkName(),"    function oraclize_getNetworkName() internal view returns (string) {
        return oraclize_network_name;
    }
",1,4
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:oraclize_randomDS_setCommitment(bytes32,bytes32)","    function oraclize_randomDS_setCommitment(bytes32 queryId, bytes32 commitment) internal {
        oraclize_randomDS_args[queryId] = commitment;
    }
",1,5
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:oraclize_randomDS_proofVerify__sessionKeyValidity(bytes,uint256)","    function oraclize_randomDS_proofVerify__sessionKeyValidity(bytes proof, uint sig2offset) internal returns (bool) {
        bool sigok;

        // Step 6: verify the attestation signature, APPKEY1 must sign the sessionKey from the correct ledger app (CODEHASH)
        bytes memory sig2 = new bytes(uint(proof[sig2offset+1])+2);
        copyBytes(proof, sig2offset, sig2.length, sig2, 0);

        bytes memory appkey1_pubkey = new bytes(64);
        copyBytes(proof, 3+1, 64, appkey1_pubkey, 0);

        bytes memory tosign2 = new bytes(1+65+32);
        tosign2[0] = byte(1); //role
        copyBytes(proof, sig2offset-65, 65, tosign2, 1);
        bytes memory CODEHASH = hex""fd94fa71bc0ba10d39d464d0d8f465efeef0a2764e3887fcc9df41ded20f505c"";
        copyBytes(CODEHASH, 0, 32, tosign2, 1+65);
        sigok = verifySig(sha256(tosign2), sig2, appkey1_pubkey);

        if (sigok == false) return false;


        // Step 7: verify the APPKEY1 provenance (must be signed by Ledger)
        bytes memory LEDGERKEY = hex""7fb956469c5c9b89840d55b43537e66a98dd4811ea0a27224272c2e5622911e8537a2f8e86a46baec82864e98dd01e9ccc2f8bc5dfc9cbe5a91a290498dd96e4"";

        bytes memory tosign3 = new bytes(1+65);
        tosign3[0] = 0xFE;
        copyBytes(proof, 3, 65, tosign3, 1);

        bytes memory sig3 = new bytes(uint(proof[3+65+1])+2);
        copyBytes(proof, 3+65, sig3.length, sig3, 0);

        sigok = verifySig(sha256(tosign3), sig3, LEDGERKEY);

        return sigok;
    }
",1,5
