function1 code,function2 code,function1 FEN,function2 FEN,label1,label2,label
"    function approve(address spender, uint tokens) public returns (bool success) {

        allowed[msg.sender][spender] = tokens;

        Approval(msg.sender, spender, tokens);

        return true;

    }
","    function approve(address spender, uint tokens) public returns (bool success) {
        allowed[msg.sender][spender] = tokens;
        Approval(msg.sender, spender, tokens);
        return true;
    }
","0x4a4293817ab21469b2430e8d5e169d9904233af3/MGUToken.sol:MGUToken:approve(address,uint256)","0x6cae9ba490d4ecced907b7bc311b81b266a8020e/DRAKE.sol:DRAKE:approve(address,uint256)",5,5,1
"  function add(uint256 a, uint256 b) internal pure returns (uint256) {
    uint256 c = a + b;
    assert(c >= a);
    return c;
  }
","    function safeSubtract(uint256 x, uint256 y) internal returns(uint256) {
      assert(x >= y);
      uint256 z = x - y;
      return z;
    }
","0x1f0480a66883de97d2b054929252aae8f664c15c/NePay.sol:SafeMath:add(uint256,uint256)","0x0D8775F648430679A709E98d2b0Cb6250d2887EF/BAToken.sol:SafeMath:safeSubtract(uint256,uint256)",4,4,1
"  function transferOwnership(address newOwner) public onlyOwner {
    require(newOwner != address(0));
    OwnershipTransferred(owner, newOwner);
    owner = newOwner;
  }
","  function transferOwnership(address newOwner) public onlyOwner {
    require(newOwner != address(0));
    emit OwnershipTransferred(owner, newOwner);
    owner = newOwner;
  }
",0x3c1999d19401469693cb8d8acd14fd3aec34dd15/GoogleChainToken.sol:Ownable:transferOwnership(address),0x521ce45db5b39bd758afb43e5c10ce1d72730c84/RAMToken.sol:Ownable:transferOwnership(address),4,4,1
"	function balanceOf(address _owner) constant returns (uint256 balance) {
	    return balances[_owner];
	}
","  function balanceOf(address _owner) public view returns (uint256 balance) {
    return balances[_owner];
  }
",0x6a27778baa415f9086ba0703c7a9c6cde0d46f2b/XtremcoinToken.sol:XtremcoinToken:balanceOf(address),0x4a220e6096b25eadb88358cb44068a3248254675/StandardToken.sol:BasicToken:balanceOf(address),5,5,1
"	function sub(uint256 a, uint256 b) internal constant returns (uint256) {
		assert(b <= a);
		return a - b;
	}
","  function sub(uint256 a, uint256 b) internal pure returns (uint256) {
    assert(b <= a);
    return a - b;
  }
","0x1Ebc56Ecc8Dfe6da43b86C39eFe9388ceb8c7C50/TestToken.sol:SafeMath:sub(uint256,uint256)","0x6dea22360fc88bf22e8393c20f520c78ea6edbad/ByThePeople.sol:SafeMath:sub(uint256,uint256)",5,5,1
"  function TokenVesting(address _beneficiary, uint256 _start, uint256 _cliff, uint256 _duration, bool _revocable) public {
    require(_beneficiary != address(0));
    require(_cliff <= _duration);
    beneficiary = _beneficiary;
    revocable = _revocable;
    duration = _duration;
    cliff = _start.add(_cliff);
    start = _start;
  }
","  function TokenVesting(address _beneficiary, uint256 _start, uint256 _cliff, uint256 _duration, bool _revocable) public {
    require(_beneficiary != address(0));
    require(_cliff <= _duration);

    beneficiary = _beneficiary;
    revocable = _revocable;
    duration = _duration;
    cliff = _start.add(_cliff);
    start = _start;
  }
","0x06d191c4bc47138d5d79eb881deea86c93e6603b/ShortVesting.sol:TokenVesting:TokenVesting(address,uint256,uint256,uint256,bool)","0x1d4ccc31dab6ea20f461d329a0562c1c58412515/TalaoToken.sol:TokenVesting:TokenVesting(address,uint256,uint256,uint256,bool)",5,5,1
"    function transferFrom(
        address _from,
        address _to,
        uint256 _value
    )
      public
      returns (bool)
    {
        require(_to != address(0));
        require(_value <= balances[_from]);
        require(_value <= allowed[_from][msg.sender]);

        balances[_from] = balances[_from].sub(_value);
        balances[_to] = balances[_to].add(_value);
        allowed[_from][msg.sender] = allowed[_from][msg.sender].sub(_value);
        emit Transfer(_from, _to, _value);
        return true;
    }
","    function transferFrom(address _from, address _to, uint256 _value) public onlyPayloadSize(3) returns (bool) {
        require(_to != address(0));
        require(_value <= balances[_from]);
        require(_value <= allowed[_from][msg.sender]);
        require(transfersEnabled);

        balances[_from] = balances[_from].sub(_value);
        balances[_to] = balances[_to].add(_value);
        allowed[_from][msg.sender] = allowed[_from][msg.sender].sub(_value);
        Transfer(_from, _to, _value);
        return true;
    }
","0x2f5e078353e781ef9a9b17c2e8e30d3652d6cb83/GoldenUnionCrowdsale.sol:StandardToken:transferFrom(address,address,uint256)","0x6cfba3c7b4c944bdc9442c91d67d35d7c27fa430/OrphanToken.sol:StandardToken:transferFrom(address,address,uint256)",4,4,1
"    function allowance(address _owner, address _spender) public constant returns (uint256 remaining) {
        return allowed[_owner][_spender];
    }
","function allowance(address _owner, address _spender) constant returns (uint256 remaining) {
	return allowed[_owner][_spender];

}
","0x0be8d3261cd699fc5ae124b3f8d38d568fd461b5/Etx.sol:Etx:allowance(address,address)","0x3edd235c3e840c1f29286b2e39370a255c7b6fdb/CMBToken.sol:CMBToken:allowance(address,address)",5,5,1
"  function increaseApproval(
    address _spender,
    uint256 _addedValue
  )
    public
    returns (bool)
  {
    allowed[msg.sender][_spender] = (
      allowed[msg.sender][_spender].add(_addedValue));
    emit Approval(msg.sender, _spender, allowed[msg.sender][_spender]);
    return true;
  }
","  function increaseApproval(address _spender, uint _addedValue) public returns (bool) {
    allowed[msg.sender][_spender] = allowed[msg.sender][_spender].add(_addedValue);
    emit Approval(msg.sender, _spender, allowed[msg.sender][_spender]);
    return true;
  }
","0x0d30598f68e75574a6285f62eb5d7658bd62bd8b/SCAVOToken.sol:StandardToken:increaseApproval(address,uint256)","0x5b2fba919f7ccd6db0edc58adbc785c189c4ee1c/DBCC.sol:StandardToken:increaseApproval(address,uint256)",4,4,1
"    function transfer(address _to, uint256 _value) {
        _transfer(msg.sender, _to, _value);
    }
","    function transfer(address _to, uint256 _value) public {
        _transfer(msg.sender, _to, _value);
    }
","0x0a2a94Ded0b8C9cB3BD4Ec2ef86eeEE637A4Db7C/EthConnect.sol:EthConnect:transfer(address,uint256)","0x6a291d52cdb5c2afc575b0d98fe79bc2d7b08f34/DPToken.sol:DPToken:transfer(address,uint256)",5,5,1
" function approve(address _spender, uint256 _value) public returns (bool) {
    allowed[msg.sender][_spender] = _value;
    Approval(msg.sender, _spender, _value);
    return true;
  }
","  function approve(address _spender, uint256 _value) public returns (bool) {
    allowed[msg.sender][_spender] = _value;
    Approval(msg.sender, _spender, _value);
    return true;
  }
","0x7f585b9130c64e9e9f470b618a7badd03d79ca7e/CR7Coin.sol:StandardToken:approve(address,uint256)","0x2f7b4b11001e3c8c544ec00a129b4afd90a662cf/XpressPresale.sol:StandardToken:approve(address,uint256)",5,5,1
"    function min256(uint256 a, uint256 b) internal pure returns (uint256) {
        return a < b ? a : b;
    }
","    function min256(uint256 a, uint256 b) internal pure returns (uint256) {
        return a < b ? a : b;
    }
","0x1b69cd0f0ef8f13e13e32328dc1db9e1128ea358/Evernal.sol:SafeMath:min256(uint256,uint256)","0x01b840bc3f9243733d5ae3f3ca61ca0587073bf4/GNCCrowdsale.sol:SafeMath:min256(uint256,uint256)",5,5,1
"	function allowance(address _owner, address _spender) constant returns (uint256 remaining) {
		return allowed[_owner][_spender];
	}
","    function allowance(address _owner, address _spender) constant returns (uint256 remaining) {
      return allowed[_owner][_spender];
    }
","0x3af803136acf303075bf7374e0e5f5b500b6162b/METADOLLAR.sol:METADOLLAR:allowance(address,address)","0x0ec6bbb00e3df05b1ef99dd87a4c14db9966fc7b/FansCoin.sol:FANSStandardToken:allowance(address,address)",5,5,1
"    function transferOwnership(address newOwner) onlyOwner public {
        require(newOwner != address(0));
        owner = newOwner;
    }
","  function transferOwnership(address newOwner) onlyOwner {
    if (newOwner != address(0)) {
      owner = newOwner;
    }
  }
",0x5a5b5018f1423bdaeb281144412f763a379806c6/TestCrypteriumToken.sol:Ownable:transferOwnership(address),0x6c5208924c5b302f756a79776a8b2918a041ad4d/Airdropper.sol:Ownable:transferOwnership(address),4,4,1
"    function balanceOf(address _owner) constant public returns (uint256) {
        return balances[_owner];
    }
","  function balanceOf(address _owner) public view returns (uint256) {
    return balances[_owner];
  }
",0x0cfda67b0067f1a99deb1cb80e0273a3f26d317c/TrekChain.sol:TrekChain:balanceOf(address),0x0ccf3426755c88f85445e325f6f0f413e3375b49/AifiToken.sol:BasicToken:balanceOf(address),5,5,1
"    function transferOwnership(address newOwner) onlyOwner public {
        owner = newOwner;
    }
","    function transferOwnership(address newOwner) onlyOwner public {
        owner = newOwner;
    }
",0x7c3e0b97c050b32fc1127096537b6c77230d21fe/RoyalPanties.sol:owned:transferOwnership(address),0x5d61ea81c6142afb4c101e55c08f938ddd7c46e8/Dashicoin.sol:owned:transferOwnership(address),5,5,1
"	modifier	onlyOwner	() {
		require(msg.sender ==		owner	);
		_;
	}
","    modifier onlyOwner {
        require(msg.sender == owner);
        _;
    }
",0x4afbcb0c7bbe2140f2b570a3bebf96f9883c3403/POOL_EDIT_2.sol:POOL_EDIT_2:onlyOwner(),0x3e41e76d7b7cb54365317c7e7f1f411d59744922/FixedSupplyToken.sol:Owned:onlyOwner(),5,5,1
"    modifier onlyOwner() {
    require(msg.sender == owner);
    _;
  }
","  modifier onlyOwner() {
    require(msg.sender == owner);
    _;
  }
",0x2ef06079656f2ab9034b6252978c44104b7b2cc1/OOST.sol:Ownable:onlyOwner(),0x04fd2dc8979d92bba530fd78be5296adc6ed5d43/HOLODECKS.sol:Ownable:onlyOwner(),5,5,1
"   function approve (address _spender, uint256 _value) returns (bool success) {
    allowances [msg.sender][_spender] = _value;
    emit Approval (msg.sender, _spender, _value);
    return true;
  }
","    function approve(address _spender, uint256 _value) returns (bool success) {
        allowed[msg.sender][_spender] = _value;
        Approval(msg.sender, _spender, _value);
        return true;
    }
","0x5b47180e5f07fb5e10f86761df0c34ce952c6974/VICToken.sol:AbstractToken:approve(address,uint256)","0x02fb7aefda436d5632e796ef49a607e4e3cdd342/SeleniumRichChain.sol:StandardToken:approve(address,uint256)",4,4,1
"	function allowance(address _owner, address _spender) public constant returns (uint256 remaining) {
		return allowed[_owner][_spender];
	}
","    function allowance(address _owner, address _spender) constant returns (uint256 remaining) {
      return allowed[_owner][_spender];
    }
","0x6bd992c2f23cf9ae324f76614ec2ac5541008601/TradeNetCoin.sol:StandardToken:allowance(address,address)","0x4b7f293387ad7f77184875f00a758d2ad5245ec2/PayIreward.sol:StandardToken:allowance(address,address)",5,5,1
"  function add(uint256 a, uint256 b) internal pure returns (uint256) {
	uint256 c = a + b;
	assert(c >= a);
	return c;
  }
","  function add(uint a, uint256 b) internal constant returns (uint256) {
    uint256 c = a + b;
    assert(c >= a);
    return c;
  }
","0x3a018b8245b6d9b0abc2808eb4be03a17e0fecf8/Cryptoya.sol:SafeMath:add(uint256,uint256)","0x1c9db47ee8abad20d28f9bbe2363ca0c8c9ab9b8/Bitsense.sol:SafeMath:add(uint256,uint256)",4,4,1
"    function balanceOf(address _owner) constant returns (uint256 balance) {
        return balances[_owner];
    }
","    function balanceOf(address _owner) constant returns (uint256 balance) {
        return balances[_owner];
    }
",0x1c50b392c0327b80332d0a83a7efc0303e77afbd/KdogToken.sol:StandardToken:balanceOf(address),0x5ce146bd472fc026d227731282ec095597ac26a3/MAGMA.sol:StandardToken:balanceOf(address),5,5,1
"    function transfer(address to, uint tokens) public returns (bool success) {
        balances[msg.sender] = safeSub(balances[msg.sender], tokens);
        balances[to] = safeAdd(balances[to], tokens);
        Transfer(msg.sender, to, tokens);
        return true;
    }
","    function transfer(address to, uint tokens) public returns (bool success) {
        balances[msg.sender] = safeSub(balances[msg.sender], tokens);
        balances[to] = safeAdd(balances[to], tokens);
        Transfer(msg.sender, to, tokens);
        return true;
    }
","0x2e5fdddf58e8deda84211639d52119ceb0925871/TGMtoken.sol:TGMtoken:transfer(address,uint256)","0x0e32d4c9581ebffbdf5d920cc2252f379b88d562/MetadollarCrw.sol:MetadollarCrw:transfer(address,uint256)",5,5,1
"  function allowance(
    address _owner,
    address _spender
   )
    public
    view
    returns (uint256)
  {
    return allowed[_owner][_spender];
  }
","  function allowance(address _owner, address _spender) public view returns (uint256) {
    return allowed[_owner][_spender];
  }
","0x5cdca0827af110c8958efcf737789a23380aa269/SCALAToken.sol:StandardToken:allowance(address,address)","0x6a85f717aaa16a9050858be9415eb213dfc1957a/XpressToken.sol:StandardToken:allowance(address,address)",5,5,1
"    function sub(uint256 a, uint256 b) internal constant returns (uint256) {
        assert(b <= a);
        return a - b;
    }
","    function sub(uint256 a, uint256 b) internal pure returns (uint256) {
        assert(b <= a);
        return a - b;
    }
","0x1ea976a4abbdbcc67d9b4fd6d5dba23618fb52fd/Aecium.sol:SafeMath:sub(uint256,uint256)","0x4b5da69c6289bd71d643710d0a63bd4867808451/PaoToken.sol:SafeMath:sub(uint256,uint256)",4,5,1
"  function div(uint256 a, uint256 b) internal pure returns (uint256) {
	// assert(b > 0); // Solidity automatically throws when dividing by 0
	uint256 c = a / b;
	// assert(a == b * c + a % b); // There is no case in which this doesn't hold
	return c;
  }
","    function div(uint256 a, uint256 b) internal returns (uint256) {
        // assert(b > 0); // Solidity automatically throws when dividing by 0
        uint256 c = a / b;
        // assert(a == b * c + a % b); // There is no case in which this doesn't hold
        return c;
    }
","0x3a018b8245b6d9b0abc2808eb4be03a17e0fecf8/Cryptoya.sol:SafeMath:div(uint256,uint256)","0x7df61c9ceb2cc77213554ebf90cafe7258b4d094/MoonLotteryToken.sol:SafeMath:div(uint256,uint256)",5,5,1
"    function BEB(
        uint256 initialSupply,
        string tokenName,
        uint8 decimalUnits,
        string tokenSymbol,
        address holder
        )  public{
        balanceOf[holder] = initialSupply;              // Give the creator all initial tokens
        totalSupply = initialSupply;                        // Update total supply
        name = tokenName;                                   // Set the name for display purposes
        symbol = tokenSymbol;                               // Set the symbol for display purposes
        decimals = decimalUnits;                            // Amount of decimals for display purposes
		owner = msg.sender;
    }
","    function Quadum(
    uint256 initialSupply,
    string tokenName,
    uint8 decimalUnits,
    string tokenSymbol
    ) {
        balanceOf[msg.sender] = initialSupply;
        // Give the creator all initial tokens
        totalSupply = initialSupply;
        // Update total supply
        name = tokenName;
        // Set the name for display purposes
        symbol = tokenSymbol;
        // Set the symbol for display purposes
        decimals = decimalUnits;
        // Amount of decimals for display purposes

        owner=msg.sender;
    }
","0x3fc39066ba6e199514ce2ad6abf45b8ab4a83599/BEB.sol:BEB:BEB(uint256,string,uint8,string,address)","0x7fdb1095f5e126dc7b0d9084997ff32ce69de23e/Quadum.sol:Quadum:Quadum(uint256,string,uint8,string)",4,4,1
"    function mintToken(address target, uint256 mintedAmount) onlyOwner public {
        balanceOf[target] += mintedAmount;
        totalSupply += mintedAmount;
        Transfer(0, this, mintedAmount);
        Transfer(this, target, mintedAmount);
    }
","     function mintToken(address target, uint256 mintedAmount) onlyOwner public {
        balanceOf[target] += mintedAmount;
        totalSupply += mintedAmount;
        Transfer(0, this, mintedAmount);
        Transfer(this, target, mintedAmount);
    }
","0x2e9f2a3c66ffd47163b362987765fd8857b1f3f9/AZTToken.sol:AZTToken:mintToken(address,uint256)","0x4a0b4540317d156d89a8465041569ad68102d6cd/TTC.sol:TTC:mintToken(address,uint256)",5,5,1
"    function mul(uint a, uint b) internal pure returns (uint c) {
        c = a * b; require(a == 0 || c / a == b); }
","  function mul(uint a, uint b) internal returns (uint) {
    uint c = a * b;
    assert(a == 0 || c / a == b);
    return c;
  }
","0x0bef619cf38cf0c22967289b8419720fbd1db9f7/AENToken.sol:SafeMath:mul(uint256,uint256)","0x3dd2ecaa49df3306c1332d2b858dfe8268314a5c/DigiassetzToken.sol:SafeMath:mul(uint256,uint256)",4,4,1
"    function transfer(address _to, uint256 _value) returns (bool success) {

        //Default assumes totalSupply can't be over max (2^256 - 1).
        //If your token leaves out totalSupply and can issue more tokens as time goes on, you need to check if it doesn't wrap.
        //Replace the if with this one instead.
        //if (balances[msg.sender] >= _value && balances[_to] + _value > balances[_to]) {
        if (balances[msg.sender] >= _value && _value > 0) {

            balances[msg.sender] -= _value;
            balances[_to] += _value;
            Transfer(msg.sender, _to, _value);
            return true;

        } else {

            return false;

        }

    }
","    function transfer(address _to, uint256 _value) returns (bool success) {

        if (balances[msg.sender] >= _value && _value > 0) {
            balances[msg.sender] -= _value;
            balances[_to] += _value;
            Transfer(msg.sender, _to, _value);
            return true;
        } else { return false; }
    }
","0x0e05e9dafba305198c9f1b7b5de0da98b4d4da87/ThreadToken.sol:StandardToken:transfer(address,uint256)","0x0d7613cd6b6681928ade30c4fd3ebcc2c2f68621/BAHT.sol:StandardToken:transfer(address,uint256)",5,5,1
"    function Ownable() {
        owner = msg.sender;
    }
","  function Ownable() public {
    owner = msg.sender;
  }
",0x4b4e611823702285fd526d7a8a3b0aa99ab2dbcd/HDLToken.sol:Ownable:Ownable(),0x0e98db51010dd1ade14dd3fb164e218805fdba1b/TetherToken.sol:Ownable:Ownable(),5,5,1
"    function transferFrom(address _from, address _to, uint256 _value) returns (bool success) {
        //same as above. Replace this line with the following if you want to protect against wrapping uints.
        //if (balances[_from] >= _value && allowed[_from][msg.sender] >= _value && balances[_to] + _value > balances[_to]) {
        if (balances[_from] >= _value && allowed[_from][msg.sender] >= _value && _value > 0) {
            balances[_to] += _value;
            balances[_from] -= _value;
            allowed[_from][msg.sender] -= _value;
            Transfer(_from, _to, _value);
            return true;
        } else { return false; }
    }
","  function transferFrom(address _from, address _to, uint _value) public returns (bool success) {
    //if token supply was not limited then we would prevent wrap:
    //if (balances[_from] >= _value && approvals[_from][msg.sender] >= _value && balances[_to] + _value > balances[_to])
    if (balances[_from] >= _value && approvals[_from][msg.sender] >= _value && _value > 0) {
      balances[_from] -= _value;
      balances[_to] += _value;
      approvals[_from][msg.sender] -= _value;
      TransferEvent(_from, _to, _value);
      return true;
    } else {
      return false;
    }
  }
","0x0b7c88344be0fbd1eb765d33c89f234ca1b87063/Coinnec.sol:StandardToken:transferFrom(address,address,uint256)","0x0edde4b6f91dbd2efd075ace85ec2e52d0696d44/BurnableToken.sol:BurnableToken:transferFrom(address,address,uint256)",4,4,1
"    function balanceOf(address _owner) constant returns (uint256 balance)
    {
        return balances[_owner];
    }
","  function balanceOf(address _owner) constant returns (uint256 balance) {
    return balances[_owner];
  }
",0x7f1f1e95b243708aa29cfba53e13d45e28356d2b/Megawttcoin.sol:ERC20Token:balanceOf(address),0x1bffa323d25ce1b2709d4d346b3a4670faa948c7/StarsICO.sol:BasicToken:balanceOf(address),5,5,1
"    function allowance(address _owner, address _spender) constant returns (uint256) {
        return allowed[_owner][_spender];
    }
","    function allowance(address _owner, address _spender) constant returns (uint256) {
        return allowed[_owner][_spender];
    }
","0x3f17af8d4e950ecce6f24bfaf0e43a56d8fb3491/PrayersTokenICO.sol:PrayersTokenICO:allowance(address,address)","0x1b5ed05690a6b04533f09185afe03ff2371835c2/RainbowUnicoin.sol:RainbowUnicoin:allowance(address,address)",5,5,1
"    function approve(address _spender, uint256 _value) public returns (bool success) {
        allowance[msg.sender][_spender] = _value;
        emit Approval(msg.sender, _spender, _value);
        return true;
    }
","  function approve(address _spender, uint256 _value) public returns (bool) {
    allowed[msg.sender][_spender] = _value;
    Approval(msg.sender, _spender, _value);
    return true;
  }
","0x5ab793e36070f0fac928ea15826b0c1bc5365119/YUKI.sol:YUKI:approve(address,uint256)","0x4d73a6a5698990a01b6e526b73fceb0efbbfd159/FAFA.sol:FAFA:approve(address,uint256)",1,2,1
"    function allowance(address _owner, address _spender) constant returns (uint remaining) {
        return allowed[_owner][_spender];
    }
","    function allowance(address _owner, address _spender) constant returns (uint256 remaining) {
      return allowed[_owner][_spender];
    }
","0x3cf6f11a4940dd8bf2e6eea46e30d8f76fa84daf/TonCoin.sol:StandardToken:allowance(address,address)","0x2bccafd4b16b404eeb359a56cf97b7a755833160/GDX.sol:StandardToken:allowance(address,address)",4,4,1
"        modifier onlyOwner {
            require(msg.sender == owner);
            _;
        }
","    modifier onlyOwner {
        require(msg.sender == owner);
        _;
    }
",0x1b09cd594ddeaa336564dd24fe6ef43688f27c62/Crystals.sol:owned:onlyOwner(),0x4a0b4540317d156d89a8465041569ad68102d6cd/TTC.sol:owned:onlyOwner(),5,5,1
"  modifier whenNotPaused() {
      require(!paused);
    _;
  }
","    modifier whenNotPaused() {
        require(!paused);
        _;
    }
",0x06c9b941f1895e89ec7459975a71d29f2f1456ba/DatumTokenDistributor.sol:Pausable:whenNotPaused(),0x7F5a7A6A25E06dDc94901cF596f9234f7D190BED/TokenImpl.sol:Pausable:whenNotPaused(),5,5,1
"	function transfer(address _to, uint256 _value) public {
		_transfer(msg.sender, _to, _value);
	}
","    function transfer(address _to, uint256 _value) public {
        _transfer(msg.sender, _to, _value);
    }
","0x1a55ae1553e5f41966fd8a204422e379713d1d24/VVToken.sol:VVToken:transfer(address,uint256)","0x6acdcf901d98a13448b2801cc661433956d68008/DatGirl.sol:DatGirl:transfer(address,uint256)",5,5,1
"  function decreaseApproval (address _spender, uint _subtractedValue) public returns (bool success) {
    uint oldValue = allowed[msg.sender][_spender];
    if (_subtractedValue > oldValue) {
      allowed[msg.sender][_spender] = 0;
    } else {
      allowed[msg.sender][_spender] = oldValue.sub(_subtractedValue);
    }
    Approval(msg.sender, _spender, allowed[msg.sender][_spender]);
    return true;
  }
","  function decreaseApproval (address _spender, uint _subtractedValue)
    returns (bool success) {
    uint oldValue = allowed[msg.sender][_spender];
    if (_subtractedValue > oldValue) {
      allowed[msg.sender][_spender] = 0;
    } else {
      allowed[msg.sender][_spender] = oldValue.sub(_subtractedValue);
    }
    Approval(msg.sender, _spender, allowed[msg.sender][_spender]);
    return true;
  }
","0x2a47e3c69deaae8dbdc5ee272d1a3c0f9853dcbd/MoyToken.sol:StandardToken:decreaseApproval(address,uint256)","0x04cd5f369825c0b2ae1e7a6e8559734f6080fbb5/MobiCoin.sol:StandardToken:decreaseApproval(address,uint256)",5,5,1
"    function safeMul(uint256 _x, uint256 _y) internal returns (uint256) {
        uint256 z = _x * _y;
        assert(_x == 0 || z / _x == _y);
        return z;
    }
","    function mul(uint256 a, uint256 b) internal pure returns (uint256) {
        if (a == 0) {
            return 0;
        }
        uint256 c = a * b;
        assert(c / a == b);
        return c;
    }
","0x5bb5b32cb114c7f558a3f5b0933dcfa74be9611a/KickcityCrowdsale.sol:Utils:safeMul(uint256,uint256)","0x8b8aaf37e44e87cc1285a822c767104b28dc0d58/AirDropContract.sol:SafeMath:mul(uint256,uint256)",4,4,1
"	modifier onlyOwner
	{
		require(msg.sender == owner);
		_;
	}
","  modifier onlyOwner() {
    require(msg.sender == owner);
    _;
  }
",0x4b85c711a3ae361c965bd3e606bd64b307346512/Gamblica.sol:owned:onlyOwner(),0x1a85180ce3012e7715b913dd585afdf1a10f3025/PajCoin223.sol:Ownable:onlyOwner(),5,5,1
"    function allowance(address _owner, address _spender) public constant returns (uint256 remaining) {
      return allowed[_owner][_spender];
    }
","    function allowance(address _owner, address _spender) constant returns (uint256 remaining) {
      return allowed[_owner][_spender];
    }
","0x6e0327f5e4f3a97123e8bda6e4ef063d32a96e9a/B_Com.sol:B_CommerceCoin:allowance(address,address)","0x6f1e8ceeda88dc15f00ee36533d932f88b9bd40e/Elemental.sol:ElementalToken:allowance(address,address)",5,5,1
"  function balanceOf(address _owner) constant public returns (uint256 balance) {
    return balances[_owner];
  }
","    function balanceOf(address _owner) public view returns (uint256 balance) {
        return balances[_owner];
    }
",0x7e8bae58a61805858186d6ff869c36a8162db3c0/TBCoin.sol:StandardToken:balanceOf(address),0x7c333b69021b3ad9288d3b0083f9bd27c6d4680a/TokenImpl.sol:BasicToken:balanceOf(address),5,5,1
"      modifier onlyOwner() {
        require(msg.sender == owner);
        _;
      }
","    modifier onlyOwner() {
        require(msg.sender == owner);
        _;
    }
",0x3f8d47619d132577260fd6db8d665d0a9d37c579/DAOToken.sol:Ownable:onlyOwner(),0x3fe8a1cdbb598f2c9169fd0a216607b4dcb09888/LamdenTau.sol:Ownable:onlyOwner(),5,5,1
"	function transferFrom(address _from, address _to, uint256 _value) public returns (bool) {
		require(_to != address(0));
		require(_value <= balances[_from]);
		require(_value <= allowed[_from][msg.sender]);

		balances[_from] = balances[_from].sub(_value);
		balances[_to] = balances[_to].add(_value);
		allowed[_from][msg.sender] = allowed[_from][msg.sender].sub(_value);
		Transfer(_from, _to, _value);
		return true;
	}
","  function transferFrom(address _from, address _to, uint256 _value) public returns (bool) {
    require(_to != address(0));
    require(_value <= balances[_from]);
    require(_value <= allowed[_from][msg.sender]);

    balances[_from] = balances[_from].sub(_value);
    balances[_to] = balances[_to].add(_value);
    allowed[_from][msg.sender] = allowed[_from][msg.sender].sub(_value);
    Transfer(_from, _to, _value);
    return true;
  }
","0x01ff50f8b7f74e4f00580d9596cd3d0d6d6e326f/BftToken.sol:StandardToken:transferFrom(address,address,uint256)","0x2dace13a49efa79dc528d3eb9c98a3c3b0feb61b/NamaheToken.sol:StandardToken:transferFrom(address,address,uint256)",5,5,1
"  function allowance(address _owner, address _spender) public view returns (uint256) {
    return allowed[_owner][_spender];
  }
","    function allowance(address _owner, address _spender) public view returns (uint256) {
        return allowed[_owner][_spender];
    }
","0x5a1052df3453f4ea214bcde955dac14c3ffb7057/WZCoinToken.sol:StandardToken:allowance(address,address)","0x6b279f9ef6047a21052b5563fd249fe0fdaa7e58/TokenImpl.sol:StandardToken:allowance(address,address)",5,5,1
"  function finishMinting() onlyOwner canMint public returns (bool) {
    mintingFinished = true;
    MintFinished();
    return true;
  }
","    function finishMinting() onlyOwner canMint public returns (bool) {
        mintingFinished = true;
        MintFinished();
        return true;
    }
",0x4c567c3363cc42c5a42c6d8bf01503fd1d0b91cd/ElementhToken.sol:MintableToken:finishMinting(),0x0a78dc8fe765ab979df1fb202bef47166647696c/KUYOOToken.sol:MintableToken:finishMinting(),5,5,1
"    function approveAndCall(address _spender, uint256 _value, bytes _extraData) public returns (bool success) {
        allowed[msg.sender][_spender] = _value;
        emit Approval(msg.sender, _spender, _value);
        if(!_spender.call(bytes4(bytes32(keccak256(""receiveApproval(address,uint256,address,bytes)""))), msg.sender, _value, this, _extraData)) { revert(); }
        return true;
    }
","    function approveAndCall(address _spender, uint256 _value, bytes _extraData) returns (bool success) {
        allowed[msg.sender][_spender] = _value;
        Approval(msg.sender, _spender, _value);

        if (!_spender.call(bytes4(bytes32(sha3(""receiveApproval(address,uint256,address,bytes)""))), msg.sender, _value, this, _extraData)) {throw;}
        return true;
    }
","0x5ab1454b60ef27712e5a413214375ce4529a26d5/AglassCommunityLearning.sol:AglassCommunityLearning:approveAndCall(address,uint256,bytes)","0x4a3bf69d05de3dad67ca8f2ff4cff4f482b714b4/BieberToken.sol:BieberToken:approveAndCall(address,uint256,bytes)",4,4,1
" function transferOwnership(address newOwner) public onlyOwner {
   require(newOwner != address(0));
   emit OwnershipTransferred(owner, newOwner);
   owner = newOwner;
 }
","  function transferOwnership(address newOwner) onlyOwner public {
    require(newOwner != address(0));
    OwnershipTransferred(owner, newOwner);
    owner = newOwner;
  }
",0x0d49b24f068a9a3ef60576c7a915ffd6844d6fdd/TokenLoot.sol:Ownable:transferOwnership(address),0x4a1c2a1cc36afd0f343be1fbc53a14354c488f7f/currencycoin.sol:Ownable:transferOwnership(address),4,4,1
