function1 code,function2 code,function1 FEN,function2 FEN,label1,label2,label
"    constructor () public {
        initialized      = false;
        norsefirePrice   = 0.1 ether;
        currentNorsefire = 0x1337eaD98EaDcE2E04B1cfBf57E111479854D29A;
    }
","  function DataFundSeedCrowdsale() {

    presaleStartTime = 1512032400;
    presaleUnlimitedStartTime = 1512063000;
    crowdsaleEndedTime = 1512140400;

    minCap = 356 ether;
    maxP1Cap = 534 ether;
    maxCap = 594 ether;
  }
",0x7c0f10bc53c0958e0edccef87a088f52c55843db/CloneFarmFarmer.sol:CloneFarmFarmer:constructor(),0x08B63cBC9589CcDcaf8c801053E6FA9663331250/DataFundSeedCrowdsale.sol:DataFundSeedCrowdsale:DataFundSeedCrowdsale(),1,1,0
"    modifier onlyOwner {
        require(msg.sender == owner);
        _;
    }
","  modifier stopNonOwnersInEmergency {
    if (halted && msg.sender != owner) throw;
    _;
  }
",0x6c558a4976e751391fb73dd61fa6a72c318d80b5/BitQ.sol:Owned:onlyOwner(),0x7f9fa692e1b65d2b6d670feebd3e6bcc29606f14/PaymentForwarder.sol:Haltable:stopNonOwnersInEmergency(),2,2,0
"    function balanceOf(address _owner) constant returns (uint256 balance) {
        return balances[_owner];
    }
","    function oraclize_query(string datasource, string[3] args) oraclizeAPI internal returns (bytes32 id) {
        string[] memory dynargs = new string[](3);
        dynargs[0] = args[0];
        dynargs[1] = args[1];
        dynargs[2] = args[2];
        return oraclize_query(datasource, dynargs);
    }
",0x5ca9a71b1d01849c0a95490cc00559717fcf0d1d/AEToken.sol:StandardToken:balanceOf(address),"0x45c58bbd535b8661110ef5296e6987573d0c8276/Etheraffle.sol:usingOraclize:oraclize_query(string,string[3])",1,1,0
"    function () {
        //if ether is sent to this address, send it back.
        throw;
    }
","	function() payable {
    }
",0x1a06ec307215524850152b139976f5a4e6079175/WeberCoin.sol:WeberCoin:fallback(),0x2f0dcccbe7628905bd287e2a28069986e8699717/BNB.sol:BNB:fallback(),1,1,0
"    modifier validAddress(address _address) {
        require(_address != 0x0);
        _;
    }
","  modifier stopNonOwnersInEmergency {
    if (halted && msg.sender != owner) throw;
    _;
  }
",0x2ef06079656f2ab9034b6252978c44104b7b2cc1/OOST.sol:Ownable:validAddress(address),0x7f9fa692e1b65d2b6d670feebd3e6bcc29606f14/PaymentForwarder.sol:Haltable:stopNonOwnersInEmergency(),2,2,0
"    function balanceOf(address _owner) constant returns (uint256 balance) {
        return balances[_owner];
    }
","    function uploadFinish() {
        readOnly = true;
    }
",0x5ca9a71b1d01849c0a95490cc00559717fcf0d1d/AEToken.sol:StandardToken:balanceOf(address),0x7f6e0d152df1a237450eeffa4f10623ba21a4df0/Storage.sol:Storage:uploadFinish(),1,1,0
"    function () public payable {
        revert();
    }
","    function () public payable {
        revert();
    }
",0x1d47272ff4f1a2b119134e933cf973c40b7d67c0/FutureCoin.sol:FutureCoin:fallback(),0x8acfc0d6ddddcddaac8d5c88d281a95278e2bec5/AirDropToken.sol:AirDropToken:fallback(),5,5,1
"  function () external payable {
    buyTokens(msg.sender);
  }
","    function()
        public
        payable
    {
        owner.transfer(this.balance);
        Message(""Thanks for your donation."");
    }
",0x4b958074cee6546e29cdb3c43494e7425b85f59c/CareerChainPrivateSale.sol:Crowdsale:fallback(),0x4fee2d21aaca705b70f86db48fe4b166482f7700/JUST.sol:JUST:fallback(),1,1,0
"  modifier onlyCrowdsaleAgent() {
    require(msg.sender == crowdsaleAgent);
    _;
  }
","    modifier onlyManager() {
        require(msg.sender == limitedWalletsManager);
        _;
    }
",0x7f7b57131f7a70edcb34c409e942e5adb811d9cf/TokenAdrToken.sol:TokenAdrToken:onlyCrowdsaleAgent(),0x6a546617fd8c74555a2cb63b7b064331de82f68d/AbyssToken.sol:TransferLimitedToken:onlyManager(),2,2,0
"    constructor () public {
        initialized      = false;
        norsefirePrice   = 0.1 ether;
        currentNorsefire = 0x1337eaD98EaDcE2E04B1cfBf57E111479854D29A;
    }
","    function Corethum() public {
        owner = msg.sender;
        balances[msg.sender] = totalSupply;
    }
",0x7c0f10bc53c0958e0edccef87a088f52c55843db/CloneFarmFarmer.sol:CloneFarmFarmer:constructor(),0x3e664e6625222d06dbd27c424d9f6a553eff6d7d/Corethum.sol:Corethum:Corethum(),1,1,0
"  function buyTokens(address beneficiary) whenNotPaused() payable {
    require(beneficiary != 0x0);
    require(msg.value != 0);
    require(now <= END);

    uint256 weiAmount = msg.value;

    // calculate token amount to be minted
    uint256 tokens = weiAmount.mul(getRate()).div(10);
    
    // update state
    weiRaised = weiRaised.add(weiAmount);

    token.mint(beneficiary, tokens);

    TokenPurchase(msg.sender, beneficiary, weiAmount, tokens);

    wallet.transfer(msg.value);
  }
","  function manualTransfer(address _to, uint _valueUSD) public saleIsOn isUnderHardCap onlyOwnerOrManager {
    uint256 centValue = _valueUSD * 100;
    uint256 tokensAmount = getTokenAmount(centValue);
    centRaised = centRaised.add(centValue);
    token.mint(_to, tokensAmount);
    balancesInCent[_to] = balancesInCent[_to].add(centValue);
  }
",0x3dfaf3a340168a4552ab1937ea9527aae47c5ea1/StopIcoCoin.sol:StopIcoDonation:buyTokens(address),"0x4dfc56b2613729878aa0a49c928fb41af62ccbef/PreICO.sol:PreICO:manualTransfer(address,uint256)",1,1,0
"    modifier onlyManager() {
        require(msg.sender == limitedWalletsManager);
        _;
    }
","    modifier onlyPayloadSize(uint size) {
        require(msg.data.length >= size + 4);
        _;
    }
",0x6a546617fd8c74555a2cb63b7b064331de82f68d/AbyssToken.sol:TransferLimitedToken:onlyManager(),0x7d446f1eb4aaeb2bad37ca372db49a7667ddc2fb/ZIC_Token.sol:ZIC_Token:onlyPayloadSize(uint256),2,2,0
"    function() {
        revert();
    }
","    function () public payable {
        revert();
    }
",0x5d8fd1bfdb64b39c7a6ca79a5bb6ed75d730d2d3/KUWAITCOIN.sol:KUWAITCOIN:fallback(),0x1d47272ff4f1a2b119134e933cf973c40b7d67c0/FutureCoin.sol:FutureCoin:fallback(),1,1,0
"    modifier onlyOwner() {
        require(msg.sender == owner);
        _;
    }
","    modifier onlyOwner {
        require(msg.sender == owner);
        _;
    }
",0x7e30f466373e44d9355b6c123f7e4b1def60475d/BondkickToken.sol:BondkickToken:onlyOwner(),0x6c558a4976e751391fb73dd61fa6a72c318d80b5/BitQ.sol:Owned:onlyOwner(),5,5,1
"    function TTC()
        public {
        owner = msg.sender;
    }
","  function DataFundSeedCrowdsale() {

    presaleStartTime = 1512032400;
    presaleUnlimitedStartTime = 1512063000;
    crowdsaleEndedTime = 1512140400;

    minCap = 356 ether;
    maxP1Cap = 534 ether;
    maxCap = 594 ether;
  }
",0x2c80d54416625c3519d5de14528d92f25d03d433/TTC.sol:TTC:TTC(),0x08B63cBC9589CcDcaf8c801053E6FA9663331250/DataFundSeedCrowdsale.sol:DataFundSeedCrowdsale:DataFundSeedCrowdsale(),1,1,0
"  function transferOwnership(address newOwner) public onlyOwner {
    require(newOwner != address(0));
    emit OwnershipTransferred(owner, newOwner);
    owner = newOwner;
  }
","    function oraclize_query(string datasource, string[3] args) oraclizeAPI internal returns (bytes32 id) {
        string[] memory dynargs = new string[](3);
        dynargs[0] = args[0];
        dynargs[1] = args[1];
        dynargs[2] = args[2];
        return oraclize_query(datasource, dynargs);
    }
",0x1d86a854da490ff74dedc7abe281fb468f8c19ee/MultiVesting.sol:Ownable:transferOwnership(address),"0x45c58bbd535b8661110ef5296e6987573d0c8276/Etheraffle.sol:usingOraclize:oraclize_query(string,string[3])",1,1,0
"    function () payable {
        createTokens(msg.sender);
    }
","	function() payable {
    }
",0x3b6fb225e6dcb23452b255ff3101d18328c429d1/Exploreon.sol:Exploreon:fallback(),0x2f0dcccbe7628905bd287e2a28069986e8699717/BNB.sol:BNB:fallback(),1,1,0
"                function transfer(address to, uint tokens) public returns (bool success) {
                    balances[msg.sender] = safeSub(balances[msg.sender], tokens);
                    balances[to] = safeAdd(balances[to], tokens);
                    emit Transfer(msg.sender, to, tokens);
                    return true;
                }
","  function transferOwnership(address newOwner) public onlyOwner {
    require(newOwner != address(0));
    emit OwnershipTransferred(owner, newOwner);
    owner = newOwner;
  }
","0x5fe8a4b8bf89077606aa8bbcb5ee131ae8dbf900/ADZbuzzCommunityToken.sol:ADZbuzzCommunityToken:transfer(address,uint256)",0x1d86a854da490ff74dedc7abe281fb468f8c19ee/MultiVesting.sol:Ownable:transferOwnership(address),1,1,0
"    function CappedToken(uint256 _cap) public {
        require(_cap > 0);
        cap = _cap;
    }
","  function Ownable() public {
    owner = msg.sender;
  }
",0x4b04633ee658d83a24a91e3a1b244221800d89b4/RiskToken.sol:CappedToken:CappedToken(uint256),0x4e3b8c663d1a6620730dd68d65966b867d9e2f80/ListingsERC20.sol:Ownable:Ownable(),1,1,0
"    function InvestFund() 
    public
    payable
    {
        if(msg.value>= 1 ether)
        {
            if(Investors[msg.sender]==0)InvestorsQty++;
            Investors[msg.sender]+=msg.value;
            TotalInvested+=msg.value;
            Available+=msg.value;
            Invest(msg.sender,msg.value);
        }   
    }
","    function transfer(address _to, uint _value) public isStartedOnly returns (bool success) {
        if (balances[msg.sender] >= _value && balances[_to] + _value > balances[_to]) {
            balances[msg.sender] -= _value;
            balances[_to] += _value;
            Transfer(msg.sender, _to, _value);
            return true;
        } else { return false; }
    }
",0x01e53a2e7122a63845b1c329d4fce8124dda5b06/Loan.sol:Loan:InvestFund(),"0x4d0a8d8a6871404d227f74acc7db79c145c06b41/RRToken.sol:ERC20:transfer(address,uint256)",1,1,0
"  function Ownable() public {
    owner = msg.sender;
  }
","    function BEXMToken(
        uint256 initialSupply,
        string tokenName,
        string tokenSymbol
    ) public {
        totalSupply = initialSupply * 10 ** uint256(decimals);
        balanceOf[msg.sender] = totalSupply;
        name = tokenName;
        symbol = tokenSymbol;
    }
",0x1a7cc52ca652ac5df72a7fa4b131cb9312dd3423/MagnusCoin.sol:Ownable:Ownable(),"0x5b9e703662e8c4a97d85941c2402653c8285b796/BEXMToken.sol:BEXMToken:BEXMToken(uint256,string,string)",1,1,0
"    function () {
        //if ether is sent to this address, send it back.
        throw;
    }
","  function() public {
    revert();
  }
",0x4c21f8b097afebc00ff26fe91e5f836229ed246f/BluToken.sol:BluToken:fallback(),0x2f13fa06c0efd2a5c4cf2175a0467084672e648b/MarketPlace.sol:MarketPlace:fallback(),1,1,0
"    function () external payable {
            getTokens();
     }
","    function () public payable {
        revert();
    }
",0x8a9ac2ce73b37d1719989a854f83d456762ea303/ORACON.sol:ORACON:fallback(),0x8acfc0d6ddddcddaac8d5c88d281a95278e2bec5/AirDropToken.sol:AirDropToken:fallback(),1,1,0
"    function (){
        play_game(0);
    }
","    function() public payable {
	    revert();
	}
",0x5d5cd6acc5ec2485bc52517b144081634aba9b41/game.sol:game:fallback(),0x7f585b9130c64e9e9f470b618a7badd03d79ca7e/CR7Coin.sol:StandardToken:fallback(),1,1,0
"    modifier onlyOwner() {
        require(msg.sender == owner);
        _;
    }
","  modifier onlyOwner() {
    require(msg.sender == owner);
    _;
  }
",0x7e30f466373e44d9355b6c123f7e4b1def60475d/BondkickToken.sol:BondkickToken:onlyOwner(),0x2f57384ea701c9d84d6ba0b6d00eecb4ae9fb0f5/StupidCrowdsale.sol:Ownable:onlyOwner(),4,4,1
"  modifier hasMintPermission() {
    require(msg.sender == owner);
    _;
  }
","  modifier whenNotPaused() {
    require(!paused);
    _;
  }
",0x7d3d1185ac96a0e5b5260511a73a9e1695d7eae7/HabibiCrowdsale.sol:MintableToken:hasMintPermission(),0x2e68bb08a8594eef7de8b7700c6d3df7a287c136/ModulumTokenICO.sol:Pausable:whenNotPaused(),2,2,0
"    function owned() {
        owner = msg.sender;
    }
","  function Spacoin() {
    totalSupply = INITIAL_SUPPLY;
    balances[msg.sender] = INITIAL_SUPPLY;
  }
",0x6f7ad850ef94320cb88f5ae66e5eb8244e81c949/x32323.sol:owned:owned(),0x1f8b657d1008798842edf8ea80b135ca723295a1/Spacoin.sol:Spacoin:Spacoin(),1,1,0
"  function() public {
    revert();
  }
","    function () public {
    }
",0x2f23228b905ceb4734eb42d9b42805296667c93b/Coinchangex.sol:Coinchangex:fallback(),0x0acc728ad6eb4908b751bef96b4c308b5e9948b4/Admined.sol:DeveryPresaleWhitelist:fallback(),1,1,0
"  modifier canMint() {
    require(!mintingFinished);
    _;
  }
","    modifier adminExists(address admin) {
        require(isAdmin[admin]);
        _;
    }
",0x5f674dd957ffb49754a1728c8d4811a73b680ed1/VoltraCoin.sol:MintableToken:canMint(),0x4a32b05f949d54146ee5db1a0d1f554f9f67d9c0/PresaleFinalizeAgent.sol:RNTMultiSigWallet:adminExists(address),1,1,0
"  modifier canTransfer(uint256 _tokenId) {
    require(isApprovedOrOwner(msg.sender, _tokenId));
    _;
  }
","  modifier stopNonOwnersInEmergency {
    if (halted && msg.sender != owner) throw;
    _;
  }
",0x7f737b66921d18b008dc9c3a9b933a3bf559f1bc/InterfaceToken.sol:ERC721BasicToken:canTransfer(uint256),0x7f9fa692e1b65d2b6d670feebd3e6bcc29606f14/PaymentForwarder.sol:Haltable:stopNonOwnersInEmergency(),2,2,0
"	function NeoWorldCash() public {
		symbol = ""NASH"";
		name = ""NEOWORLD CASH"";
		decimals = 18;
		totalSupply = 100000000000 * 10**uint(decimals);
		balances[msg.sender] = totalSupply;
		emit Transfer(address(0), msg.sender, totalSupply);
	}
","    function BEXMToken(
        uint256 initialSupply,
        string tokenName,
        string tokenSymbol
    ) public {
        totalSupply = initialSupply * 10 ** uint256(decimals);
        balanceOf[msg.sender] = totalSupply;
        name = tokenName;
        symbol = tokenSymbol;
    }
",0x0a255f700b16c0acf5673565c757b94fb38b27f2/NeoWorldCash.sol:NeoWorldCash:NeoWorldCash(),"0x5b9e703662e8c4a97d85941c2402653c8285b796/BEXMToken.sol:BEXMToken:BEXMToken(uint256,string,string)",1,1,0
"    function RefundInvestorsBallot(address _tokenContract) {
        tokenContract = EthearnalRepToken(_tokenContract);
        proxyVotingContract = VotingProxy(msg.sender);
        ballotStarted = getTime();
        isVotingActive = true;
    }
","    function CappedToken(uint256 _cap) public {
        require(_cap > 0);
        cap = _cap;
    }
",0x0d2424353d6650cd06b8b845f2f08e0436578d20/EthearnalRepTokenCrowdsale.sol:RefundInvestorsBallot:RefundInvestorsBallot(address),0x4b04633ee658d83a24a91e3a1b244221800d89b4/RiskToken.sol:CappedToken:CappedToken(uint256),1,1,0
"  function buyTokens(address beneficiary) whenNotPaused() payable {
    require(beneficiary != 0x0);
    require(msg.value != 0);
    require(now <= END);

    uint256 weiAmount = msg.value;

    // calculate token amount to be minted
    uint256 tokens = weiAmount.mul(getRate()).div(10);
    
    // update state
    weiRaised = weiRaised.add(weiAmount);

    token.mint(beneficiary, tokens);

    TokenPurchase(msg.sender, beneficiary, weiAmount, tokens);

    wallet.transfer(msg.value);
  }
","    function allowance(address _owner, address _spender) constant returns (uint256 remaining) {
      return allowed[_owner][_spender];
    }
",0x3dfaf3a340168a4552ab1937ea9527aae47c5ea1/StopIcoCoin.sol:StopIcoDonation:buyTokens(address),"0x2da5f46330def299ddaeacc63be42ea3a3e63476/WBTCToken.sol:StandardToken:allowance(address,address)",1,1,0
"    function Aeron() public {
        totalSupply = datboiSupply * 10 ** uint256(decimals);  // Update total supply with the decimal amount
        balanceOf[msg.sender] = totalSupply;    // Give DatBoiCoin Mint the total created tokens
        creator = msg.sender;
    }
","    function CappedToken(uint256 _cap) public {
        require(_cap > 0);
        cap = _cap;
    }
",0x4c3da77d8bce020d4128995d7f92c5bd0919fcc3/Aeron.sol:Aeron:Aeron(),0x4b04633ee658d83a24a91e3a1b244221800d89b4/RiskToken.sol:CappedToken:CappedToken(uint256),1,1,0
"  function sub(uint256 a, uint256 b) internal pure returns (uint256) {
    assert(b <= a);
    return a - b;
  }
","    function changeDailyLimit(uint _dailyLimit)
        public
        onlyWallet
    {
        dailyLimit = _dailyLimit;
        DailyLimitChange(_dailyLimit);
    }
","0x4d69a676983b3873ba04aa5bac89aa1824f09302/PPTL_PrivateCrowdsale.sol:SafeMath:sub(uint256,uint256)",0x3fd9aba22521d9ee3202a43bb132816a17973d43/MultiSigWalletWithDailyLimit.sol:MultiSigWalletWithDailyLimit:changeDailyLimit(uint256),1,1,0
"    function CryptoMarketShortCoin(uint256 initialMarketCap) {
        totalSupply = 100000000000000000000000000; // 100.000.000 CMSC initialSupply
        marketCap = initialMarketCap;
        balanceOf[msg.sender] = 20000000000000000000000000; // 20.000.000 CMSC supply to owner (marketing, operation ...)
        balanceOf[this] = 80000000000000000000000000; // 80.000.000 CMSC to contract (circulatingSupply)
        allowance[this][owner] = totalSupply;
    }
","    function owned() {
        owner = msg.sender;
    }
",0x4ACE10d39919AEf52dDdDC0a3473451Ee610080d/CryptoMarketShortCoin.sol:CryptoMarketShortCoin:CryptoMarketShortCoin(uint256),0x6f7ad850ef94320cb88f5ae66e5eb8244e81c949/x32323.sol:owned:owned(),1,1,0
"    function InvestFund() 
    public
    payable
    {
        if(msg.value>= 1 ether)
        {
            if(Investors[msg.sender]==0)InvestorsQty++;
            Investors[msg.sender]+=msg.value;
            TotalInvested+=msg.value;
            Available+=msg.value;
            Invest(msg.sender,msg.value);
        }   
    }
","    function allowance(address _owner, address _spender) public view returns (uint256 remaining) {
        return allowed[_owner][_spender];
    }   
",0x01e53a2e7122a63845b1c329d4fce8124dda5b06/Loan.sol:Loan:InvestFund(),"0x0a54468c18bce768876b00cdc82c3164afc74e05/InitialTestMT.sol:InitialTestMT:allowance(address,address)",1,1,0
"    function freezeAccount(address target, bool B) private {
        frozenAccount[target] = B;
        FrozenFunds(target, B);
    }
","    function isContract(address _addr) private view returns (bool) {
        uint length;
        assembly {
        //retrieve the size of the code on target address, this needs assembly
            length := extcodesize(_addr)
        }
        return (length>0);
    }
","0x0B117cd026EeC3af86eBEdA40B6b25eED1662E60/UBlockChain.sol:UBlockChain:freezeAccount(address,bool)",0x0dae7caf45d9c473a8f6ae0d4934e5c3b2dbc371/SafeGuardsPreSale.sol:SafeGuardsToken:isContract(address),1,1,0
"    function safeDiv(uint a, uint b) public pure returns (uint c) {
        require(b > 0);
        c = a / b;
    }
","    function allowance(address _owner, address _spender) constant returns (uint256 remaining) {
      return allowed[_owner][_spender];
    }
","0x2e6bdb3fe09f5f252abb5bbd3e46fcbc471936a0/TranslateME.sol:SafeMath:safeDiv(uint256,uint256)","0x1a5d62355fdf317877c45f47da357f1ed64e4d61/LizaGo.sol:StandardToken:allowance(address,address)",1,1,0
"  function buyTokens(address beneficiary) whenNotPaused() payable {
    require(beneficiary != 0x0);
    require(msg.value != 0);
    require(now <= END);

    uint256 weiAmount = msg.value;

    // calculate token amount to be minted
    uint256 tokens = weiAmount.mul(getRate()).div(10);
    
    // update state
    weiRaised = weiRaised.add(weiAmount);

    token.mint(beneficiary, tokens);

    TokenPurchase(msg.sender, beneficiary, weiAmount, tokens);

    wallet.transfer(msg.value);
  }
","    function approveAndCall(address _spender, uint256 _value, bytes _extraData)
        public
        returns (bool success) {
        tokenRecipient spender = tokenRecipient(_spender);
        if (approve(_spender, _value)) {
            spender.receiveApproval(msg.sender, _value, this, _extraData);
            return true;
        }
    }
",0x3dfaf3a340168a4552ab1937ea9527aae47c5ea1/StopIcoCoin.sol:StopIcoDonation:buyTokens(address),"0x8c2dc2971a5c899c8925a3cdb33ba0b662c87c06/WINR.sol:WINR:approveAndCall(address,uint256,bytes)",1,1,0
"    function approve(address _spender, uint256 _value) public returns (bool success) {
        require((_value == 0) || (allowed[msg.sender][_spender] == 0));
        allowed[msg.sender][_spender] = _value;
        Approval(msg.sender, _spender, _value);
        return true;
    }
","    function decreaseApproval(address _spender, uint _subtractedValue) public returns (bool) {
        uint oldValue = allowed[msg.sender][_spender];
        if (_subtractedValue > oldValue) {
            allowed[msg.sender][_spender] = 0;
        } else {
            allowed[msg.sender][_spender] = oldValue.sub(_subtractedValue);
        }
        Approval(msg.sender, _spender, allowed[msg.sender][_spender]);
        return true;
    }
","0x7d9ba2e091352fc7546107cf4c3e4ef6a63c29d4/IMEIM.sol:ERC20Token:approve(address,uint256)","0x2a47794f5abd0073fdb499a56321013e027153eb/WubCoin.sol:ERC20CompatibleToken:decreaseApproval(address,uint256)",1,1,0
"  modifier hasMintPermission() {
    require(msg.sender == owner);
    _;
  }
","  modifier onlyCrowdsaleAgent() {
    require(msg.sender == crowdsaleAgent);
    _;
  }
",0x7d3d1185ac96a0e5b5260511a73a9e1695d7eae7/HabibiCrowdsale.sol:MintableToken:hasMintPermission(),0x7f7b57131f7a70edcb34c409e942e5adb811d9cf/TokenAdrToken.sol:TokenAdrToken:onlyCrowdsaleAgent(),2,1,0
"                function transfer(address to, uint tokens) public returns (bool success) {
                    balances[msg.sender] = safeSub(balances[msg.sender], tokens);
                    balances[to] = safeAdd(balances[to], tokens);
                    emit Transfer(msg.sender, to, tokens);
                    return true;
                }
","    function changeDailyLimit(uint _dailyLimit)
        public
        onlyWallet
    {
        dailyLimit = _dailyLimit;
        DailyLimitChange(_dailyLimit);
    }
","0x5fe8a4b8bf89077606aa8bbcb5ee131ae8dbf900/ADZbuzzCommunityToken.sol:ADZbuzzCommunityToken:transfer(address,uint256)",0x3fd9aba22521d9ee3202a43bb132816a17973d43/MultiSigWalletWithDailyLimit.sol:MultiSigWalletWithDailyLimit:changeDailyLimit(uint256),1,1,0
"    function () payable external {
        // Abort if not in Funding Active state.
        // The checks are split (instead of using or operator) because it is
        // cheaper this way.
        if (!funding) revert();
        
        // Do not allow creating 0 or more than the cap tokens.
        if (msg.value == 0) revert();
        
        var numTokens = msg.value * (1000.0/totalTokens);
        totalTokens += numTokens;

        // Assign new tokens to the sender
        balances[msg.sender] += numTokens;

        // Log token creation event
        Transfer(0, msg.sender, numTokens);
    }
","  function() public {
    revert();
  }
",0x2Bf36e414C52a9fd81E21a0aB5742DCE750389D3/BankExToken.sol:BankExToken:fallback(),0x2f13fa06c0efd2a5c4cf2175a0467084672e648b/MarketPlace.sol:MarketPlace:fallback(),1,1,0
"    function Aeron() public {
        totalSupply = datboiSupply * 10 ** uint256(decimals);  // Update total supply with the decimal amount
        balanceOf[msg.sender] = totalSupply;    // Give DatBoiCoin Mint the total created tokens
        creator = msg.sender;
    }
","    function owned() {
        owner = msg.sender;
    }
",0x4c3da77d8bce020d4128995d7f92c5bd0919fcc3/Aeron.sol:Aeron:Aeron(),0x6f7ad850ef94320cb88f5ae66e5eb8244e81c949/x32323.sol:owned:owned(),1,1,0
"    function() public payable {
	    revert();
	}
","    function () {
        //if ether is sent to this address, send it back.
        throw;
    }
",0x7f585b9130c64e9e9f470b618a7badd03d79ca7e/CR7Coin.sol:StandardToken:fallback(),0x4c21f8b097afebc00ff26fe91e5f836229ed246f/BluToken.sol:BluToken:fallback(),1,1,0
"  modifier canTransfer(uint256 _tokenId) {
    require(isApprovedOrOwner(msg.sender, _tokenId));
    _;
  }
","    modifier onlyOwner {
        require(msg.sender == owner);
        _;
    }
",0x7f737b66921d18b008dc9c3a9b933a3bf559f1bc/InterfaceToken.sol:ERC721BasicToken:canTransfer(uint256),0x2af989200e9cd8d3404b5b40f5e2f896302d9aa5/EcoCrypto.sol:owned:onlyOwner(),2,2,0
"    function () public payable {
        revert();
    }
","    function ()  payable {
        require(isContract(controller));
        require(TokenController(controller).proxyPayment.value(msg.value)(msg.sender));
    }
",0x6a95771d66731e1f59681b9f71f45dc2d248790c/KruhftsToken.sol:KruhftsToken:fallback(),0x06f0b31fa75d6a4f689fa0f4225f1811ae4a7e7d/TokenSaleAfterSplit.sol:ControlledToken:fallback(),1,1,0
"  function() public {
    revert();
  }
","    function () public payable {
        revert();
    }
",0x2f23228b905ceb4734eb42d9b42805296667c93b/Coinchangex.sol:Coinchangex:fallback(),0x6a95771d66731e1f59681b9f71f45dc2d248790c/KruhftsToken.sol:KruhftsToken:fallback(),5,5,1
"    function freezeAccount(address target, bool B) private {
        frozenAccount[target] = B;
        FrozenFunds(target, B);
    }
","    function balanceOf(address _owner) public constant returns (uint balance) {
        return balances[_owner];
    }
","0x0B117cd026EeC3af86eBEdA40B6b25eED1662E60/UBlockChain.sol:UBlockChain:freezeAccount(address,bool)",0x4b174bc0b7581587448e75691d0b101b90d5ee66/ChipotleCdsTok20221205I.sol:ChipotleCdsTok20221205I:balanceOf(address),1,1,0
"  function buyTokens(address beneficiary) whenNotPaused() payable {
    require(beneficiary != 0x0);
    require(msg.value != 0);
    require(now <= END);

    uint256 weiAmount = msg.value;

    // calculate token amount to be minted
    uint256 tokens = weiAmount.mul(getRate()).div(10);
    
    // update state
    weiRaised = weiRaised.add(weiAmount);

    token.mint(beneficiary, tokens);

    TokenPurchase(msg.sender, beneficiary, weiAmount, tokens);

    wallet.transfer(msg.value);
  }
","    function freezeAccount(address target, bool B) private {
        frozenAccount[target] = B;
        FrozenFunds(target, B);
    }
",0x3dfaf3a340168a4552ab1937ea9527aae47c5ea1/StopIcoCoin.sol:StopIcoDonation:buyTokens(address),"0x0B117cd026EeC3af86eBEdA40B6b25eED1662E60/UBlockChain.sol:UBlockChain:freezeAccount(address,bool)",1,1,0
"    function () {
        //if ether is sent to this address, send it back.
        throw;
    }
","    function () external payable {
            getTokens();
     }
",0x2fa50319957d5377672d59dd858adcc079bc2247/IOweYou.sol:IOweYou:fallback(),0x8a9ac2ce73b37d1719989a854f83d456762ea303/ORACON.sol:ORACON:fallback(),1,1,0
"  modifier canTransfer(uint256 _tokenId) {
    require(isApprovedOrOwner(msg.sender, _tokenId));
    _;
  }
","    modifier adminExists(address admin) {
        require(isAdmin[admin]);
        _;
    }
",0x7f737b66921d18b008dc9c3a9b933a3bf559f1bc/InterfaceToken.sol:ERC721BasicToken:canTransfer(uint256),0x4a32b05f949d54146ee5db1a0d1f554f9f67d9c0/PresaleFinalizeAgent.sol:RNTMultiSigWallet:adminExists(address),2,2,0
"    function approve(address _spender, uint256 _value)
        public
        validAddress(_spender)
        returns (bool success)
    {
        // if the allowance isn't 0, it can only be updated to 0 to prevent an allowance change immediately after withdrawal
        require(_value == 0 || allowance[msg.sender][_spender] == 0);

        allowance[msg.sender][_spender] = _value;
        Approval(msg.sender, _spender, _value);
        return true;
    }
","    function getLockAmount(address _addr) external view returns (uint256) {
        return lockAmounts[_addr];
    }
","0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C/SmartToken.sol:ERC20Token:approve(address,uint256)",0x0eb4c120c280d20ed01d897a4a6c1e232029e13d/TokenLockDistribute.sol:TokenLock:getLockAmount(address),1,1,0
"    function () {
        //if ether is sent to this address, send it back.
        throw;
    }
","    function()
        public
        payable
    {
        owner.transfer(this.balance);
        Message(""Thanks for your donation."");
    }
",0x1a06ec307215524850152b139976f5a4e6079175/WeberCoin.sol:WeberCoin:fallback(),0x4fee2d21aaca705b70f86db48fe4b166482f7700/JUST.sol:JUST:fallback(),1,1,0
"  function transferOwnership(address _newOwner) public onlyOwner {
    _transferOwnership(_newOwner);
  }
","    function allowance(address _owner, address _spender) constant returns (uint256 remaining) {
      return allowed[_owner][_spender];
    }
",0x4e29ff51029e9fbb5e4ce3f8ae3a6b10e0e7dfdb/REDTTokenSale.sol:Ownable:transferOwnership(address),"0x1a5d62355fdf317877c45f47da357f1ed64e4d61/LizaGo.sol:StandardToken:allowance(address,address)",1,1,0
"    modifier realUser(address user){
        if(user == 0x0){
            revert();
        }
        _;
    }
","  modifier canMint() {
    require(!mintingFinished);
    _;
  }
",0x01d28329619796bae733e849696f80a764422700/BaseTokenSale.sol:Token:realUser(address),0x5f674dd957ffb49754a1728c8d4811a73b680ed1/VoltraCoin.sol:MintableToken:canMint(),2,2,0
