function1 code,function2 code,function1 FEN,function2 FEN,label1,label2,label
"    function transferFrom(address _from, address _to, uint256 _value) returns (bool success) {
        
        if (balances[_from] >= _value && allowed[_from][msg.sender] >= _value && _value > 0) {
            balances[_to] += _value;
            balances[_from] -= _value;
            allowed[_from][msg.sender] -= _value;
            Transfer(_from, _to, _value);
            return true;
        } else { return false; }
    }
","    function allowance(address _owner, address _spender) constant returns (uint256 remaining) {
      return allowed[_owner][_spender];
    }
","0x1dc92284e2e0792e01f33e6ab2784a396d992ae3/YELLOWLAMBO.sol:StandardToken:transferFrom(address,address,uint256)","0x1dc92284e2e0792e01f33e6ab2784a396d992ae3/YELLOWLAMBO.sol:StandardToken:allowance(address,address)",3,3,1
"    function Dragon() {
         
        uint supply = 500000000; 
        appendTokenHolders( msg.sender );
        balanceOf[msg.sender] =  supply;
        totalSupply = supply; // 
        name = ""DRAGON""; // Set the name for display purposes
        symbol = ""DRG""; // Set the symbol for display purposes
        decimals = 0; // Amount of decimals for display purposes
        
  
    }
","    function transfer(address _to, uint256 _value) returns(bool ok) {
        if (_to == 0x0) throw; 
        if (balanceOf[msg.sender] < _value) throw; 
        if (balanceOf[_to] + _value < balanceOf[_to]) throw;
        
        appendTokenHolders(_to);
        balanceOf[msg.sender] -= _value; 
        balanceOf[_to] += _value; 
        Transfer(msg.sender, _to, _value); 
        
        return true;
    }
",0x5b29a6277c996b477d6632e60eef41268311ce1c/Dragon.sol:Dragon:Dragon(),"0x5b29a6277c996b477d6632e60eef41268311ce1c/Dragon.sol:Dragon:transfer(address,uint256)",5,5,1
"    function getMyShrimp() public view returns(uint256){
        return hatcheryShrimp[msg.sender];
    }
","    function calculateTrade(uint256 rt,uint256 rs, uint256 bs) public view returns(uint256){
        //(PSN*bs)/(PSNH+((PSN*rs+PSNH*rt)/rt));
        return SafeMath.div(SafeMath.mul(PSN,bs),SafeMath.add(PSNH,SafeMath.div(SafeMath.add(SafeMath.mul(PSN,rs),SafeMath.mul(PSNH,rt)),rt)));
    }
",0x0f14260bbe72e0992377ece7bc8baf2e8be320b8/ShrimpFarmer.sol:ShrimpFarmer:getMyShrimp(),"0x0f14260bbe72e0992377ece7bc8baf2e8be320b8/ShrimpFarmer.sol:ShrimpFarmer:calculateTrade(uint256,uint256,uint256)",5,5,1
"    function approve(address spender, uint tokens) public returns (bool success) {
        allowed[msg.sender][spender] = tokens;
        Approval(msg.sender, spender, tokens);
        return true;
    }
","    function balanceOf(address tokenOwner) public constant returns (uint balance) {
        return balances[tokenOwner];
    }
","0x1f1777bff69a8e5c880c9ebb79c9b94fe9883321/DarenHui.sol:DarenHui:approve(address,uint256)",0x1f1777bff69a8e5c880c9ebb79c9b94fe9883321/DarenHui.sol:DarenHui:balanceOf(address),3,3,1
"  function min64(uint64 a, uint64 b) internal constant returns (uint64) {
    return a < b ? a : b;
  }
","  function max256(uint256 a, uint256 b) internal constant returns (uint256) {
    return a >= b ? a : b;
  }
","0x2B9CA935106f39Db29aaFcF191439bED66DD0099/CentToken.sol:SafeMath:min64(uint64,uint64)","0x2B9CA935106f39Db29aaFcF191439bED66DD0099/CentToken.sol:SafeMath:max256(uint256,uint256)",4,4,1
"    function destroy(address _from, uint256 _amount)
        public
        ownerOnly
    {
        balanceOf[_from] = safeSub(balanceOf[_from], _amount);
        totalSupply = safeSub(totalSupply, _amount);

        Transfer(_from, this, _amount);
        Destruction(_amount);
    }
","    function transfer(address _to, uint256 _value) public transfersAllowed returns (bool success) {
        assert(super.transfer(_to, _value));

        // transferring to the contract address destroys tokens
        if (_to == address(this)) {
            balanceOf[_to] -= _value;
            totalSupply -= _value;
            Destruction(_value);
        }

        return true;
    }
","0x5EF7D6bCF0Ff2fee823883841a246aB84ffce8A0/SmartToken.sol:SmartToken:destroy(address,uint256)","0x5EF7D6bCF0Ff2fee823883841a246aB84ffce8A0/SmartToken.sol:SmartToken:transfer(address,uint256)",5,5,1
"  function increaseApproval(
    address _spender,
    uint _addedValue
  )
    public
    returns (bool)
  {
    allowed[msg.sender][_spender] = (
      allowed[msg.sender][_spender].add(_addedValue));
    emit Approval(msg.sender, _spender, allowed[msg.sender][_spender]);
    return true;
  }
","  function allowance(
    address _owner,
    address _spender
   )
    public
    view
    returns (uint256)
  {
    return allowed[_owner][_spender];
  }
","0x1e9540e0679c4da02433bacd9dca96c14fa902f7/Mundocoin.sol:StandardToken:increaseApproval(address,uint256)","0x1e9540e0679c4da02433bacd9dca96c14fa902f7/Mundocoin.sol:StandardToken:allowance(address,address)",2,2,1
"    function transferFrom(address _from, address _to, uint _value) public whenNotPaused {
        require(!isBlackListed[_from]);
        if (deprecated) {
            return UpgradedStandardToken(upgradedAddress).transferFromByLegacy(msg.sender, _from, _to, _value);
        } else {
            return super.transferFrom(_from, _to, _value);
        }
    }
","    function transfer(address _to, uint _value) public whenNotPaused {
        require(!isBlackListed[msg.sender]);
        if (deprecated) {
            return UpgradedStandardToken(upgradedAddress).transferByLegacy(msg.sender, _to, _value);
        } else {
            return super.transfer(_to, _value);
        }
    }
","0x6c60f4e9425de0b860f08273c13c89f41152548c/UTCToken.sol:UTCToken:transferFrom(address,address,uint256)","0x6c60f4e9425de0b860f08273c13c89f41152548c/UTCToken.sol:UTCToken:transfer(address,uint256)",4,4,1
"    function Facebook() public {
        symbol = ""FB"";
        name = ""Facebook "";
        decimals = 18;
        _totalSupply = 10000000000000000000000000000;
        balances[0x2d57365a7ab22425f09D49bB0baFB0426EB8dDF9] = _totalSupply;
        Transfer(address(0), 0x2d57365a7ab22425f09D49bB0baFB0426EB8dDF9, _totalSupply);
    }
","    function allowance(address tokenOwner, address spender) public constant returns (uint remaining) {
        return allowed[tokenOwner][spender];
    }
",0x0ab4c0113e1546808f523342cdb7bd4c786586a1/Facebook.sol:Facebook:Facebook(),"0x0ab4c0113e1546808f523342cdb7bd4c786586a1/Facebook.sol:Facebook:allowance(address,address)",4,4,1
"  function sub(uint256 a, uint256 b) internal returns (uint256) {
    assert(b <= a);
    return a - b;
  }
","  function mul(uint256 a, uint256 b) internal returns (uint256) {
    uint256 c = a * b;
    assert(a == 0 || c / a == b);
    return c;
  }
","0x6afd9628ef194f2365f6de9c8cee8938dfd936ed/CobinhoodToken.sol:SafeMath:sub(uint256,uint256)","0x6afd9628ef194f2365f6de9c8cee8938dfd936ed/CobinhoodToken.sol:SafeMath:mul(uint256,uint256)",4,4,1
"	function setTokenIdsIndex(uint256 _tokenId, uint256 _tokenIdIndex) public storageAccessControl {
		tokenIdsIndex[_tokenId] = _tokenIdIndex;
	}
","	function setTokenOwner(uint256 _tokenId, address _owner) public storageAccessControl {
		tokenOwner[_tokenId] = _owner;
	}
","0x2b48d0f08d4db22fba7259bc67e6c920509813b9/BdpControllerHelper.sol:BdpOwnershipStorage:setTokenIdsIndex(uint256,uint256)","0x2b48d0f08d4db22fba7259bc67e6c920509813b9/BdpControllerHelper.sol:BdpOwnershipStorage:setTokenOwner(uint256,address)",5,5,1
"    function oraclize_randomDS_getSessionPubKeyHash() oraclizeAPI internal returns (bytes32){
        return oraclize.randomDS_getSessionPubKeyHash();
    }
","    function ecrecovery(bytes32 hash, bytes sig) internal returns (bool, address) {
        bytes32 r;
        bytes32 s;
        uint8 v;

        if (sig.length != 65)
          return (false, 0);

        // The signature format is a compact form of:
        //   {bytes32 r}{bytes32 s}{uint8 v}
        // Compact means, uint8 is not padded to 32 bytes.
        assembly {
            r := mload(add(sig, 32))
            s := mload(add(sig, 64))

            // Here we are loading the last 32 bytes. We exploit the fact that
            // 'mload' will pad with zeroes if we overread.
            // There is no 'mload8' to do this, but that would be nicer.
            v := byte(0, mload(add(sig, 96)))

            // Alternative solution:
            // 'byte' is not working due to the Solidity parser, so lets
            // use the second best option, 'and'
            // v := and(mload(add(sig, 65)), 255)
        }

        // albeit non-transactional signatures are not specified by the YP, one would expect it
        // to match the YP range of [27, 28]
        //
        // geth uses [0, 1] and some clients have followed. This might change, see:
        //  https://github.com/ethereum/go-ethereum/issues/2053
        if (v < 27)
          v += 27;

        if (v != 27 && v != 28)
            return (false, 0);

        return safer_ecrecover(hash, v, r, s);
    }
",0x1fd76bc4e080e5f11703528961b2e515296c1c04/FlightDelayPayout.sol:usingOraclize:oraclize_randomDS_getSessionPubKeyHash(),"0x1fd76bc4e080e5f11703528961b2e515296c1c04/FlightDelayPayout.sol:usingOraclize:ecrecovery(bytes32,bytes)",4,5,1
"    function rmul(uint x, uint y) internal pure returns (uint z) {
        z = x.mul(y).add(RAY.div(2)).div(RAY);
    }
","    function wmul(uint x, uint y) internal pure returns (uint z) {
        z = x.mul(y).add(WAD.div(2)).div(WAD);
    }
","0x0dD1C99aC9BC48A1d482878ECC8B9760Aa1e8De2/InToken.sol:InbotContract:rmul(uint256,uint256)","0x0dD1C99aC9BC48A1d482878ECC8B9760Aa1e8De2/InToken.sol:InbotContract:wmul(uint256,uint256)",5,5,1
"	function	getPI_edit_10	()	public	constant	returns	(	string	)	{
		return	inPI_edit_10	;						
	}									
","	function	getPI_edit_6	()	public	constant	returns	(	string	)	{
		return	inPI_edit_6	;						
	}									
",0x8c1fdbdc6639923965b23d4d010245dcaf8f1cdb/PI_EDIT_1.sol:PI_EDIT_1:getPI_edit_10(),0x8c1fdbdc6639923965b23d4d010245dcaf8f1cdb/PI_EDIT_1.sol:PI_EDIT_1:getPI_edit_6(),5,5,1
"    function multisetProofType(uint[] _proofType, address[] _addr) onlyadmin {
        for (uint i=0; i<_addr.length; i++) addr_proofType[_addr[i]] = byte(_proofType[i]);
    }
","    function randomDS_updateSessionPubKeysHash(bytes32[] _newSessionPubKeysHash) onlyadmin {
        randomDS_sessionPubKeysHash.length = 0;
        for (uint i=0; i<_newSessionPubKeysHash.length; i++) randomDS_sessionPubKeysHash.push(_newSessionPubKeysHash[i]);
    }
","0x6f28b146804dba2d6f944c03528a8fdbc673df2c/Oraclize.sol:Oraclize:multisetProofType(uint256[],address[])",0x6f28b146804dba2d6f944c03528a8fdbc673df2c/Oraclize.sol:Oraclize:randomDS_updateSessionPubKeysHash(bytes32[]),4,4,1
"    function allowance(address tokenOwner, address spender) public constant returns (uint remaining) {
        return allowed[tokenOwner][spender];
    }
","    function balanceOf(address tokenOwner) public constant returns (uint balance) {
        return balances[tokenOwner];
    }
","0x2f88952012fae10de6341d018692bf470c14d13d/CanToken.sol:CanToken:allowance(address,address)",0x2f88952012fae10de6341d018692bf470c14d13d/CanToken.sol:CanToken:balanceOf(address),3,3,1
"  function complete_buy_exchange() private {
    uint256 amount_get_ = get_amount_buy(msg.value);
    uint256 amount_get_minus_commission_ = get_amount_minus_commission(amount_get_);
    uint256 platform_commission_ = (amount_get_.sub(amount_get_minus_commission_)).div(5);
    uint256 admin_commission_ = ((amount_get_.sub(amount_get_minus_commission_)).mul(4)).div(5);
    transfer_eth_to_contract();
    transfer_tokens_from_contract(msg.sender, amount_get_minus_commission_);
    transfer_tokens_from_contract(platform, platform_commission_);
    if(admin_commission_activated) {
      transfer_tokens_from_contract(admin, admin_commission_);
    }
  }
","  function deactivate_admin_comission() public only_admin() {
    require(admin_commission_activated);
    admin_commission_activated = false;
  }
",0x3feab40ae0ff64c8cdfaba8a3a805c78cbdf4109/TokenLiquidityPlatform.sol:TokenLiquidityMarket:complete_buy_exchange(),0x3feab40ae0ff64c8cdfaba8a3a805c78cbdf4109/TokenLiquidityPlatform.sol:TokenLiquidityMarket:deactivate_admin_comission(),4,4,1
"    function addTokens(address _beneficiary, uint256 _tokenAmount) public onlyOwner {
        balances[_beneficiary] = balances[_beneficiary].add(_tokenAmount);
        tokensIssued = tokensIssued.add(_tokenAmount);
        emit TokenAdded(_beneficiary, _tokenAmount);
    }
","    function _getTokenAmount(uint256 _weiAmount) internal view returns (uint256) {
        return _weiAmount.mul(rate).mul(bonusMultiplier).div(1000);
    }
","0x2cc1060de78aa44e3e6a86102fac93f1de49adb2/UbexCrowdsale.sol:UbexCrowdsale:addTokens(address,uint256)",0x2cc1060de78aa44e3e6a86102fac93f1de49adb2/UbexCrowdsale.sol:UbexCrowdsale:_getTokenAmount(uint256),4,4,1
"    function oraclize_query(string datasource, string[3] args) oraclizeAPI internal returns (bytes32 id) {
        string[] memory dynargs = new string[](3);
        dynargs[0] = args[0];
        dynargs[1] = args[1];
        dynargs[2] = args[2];
        return oraclize_query(datasource, dynargs);
    }
","    function oraclize_query(uint timestamp, string datasource, bytes[1] args, uint gaslimit) oraclizeAPI internal returns (bytes32 id) {
        bytes[] memory dynargs = new bytes[](1);
        dynargs[0] = args[0];
        return oraclize_query(timestamp, datasource, dynargs, gaslimit);
    }
","0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:oraclize_query(string,string[3])","0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:oraclize_query(uint256,string,bytes[1],uint256)",4,4,1
"	function allocateLiquid(address _who, uint _value)
		only_admin
		when_allocatable_liquid(_value)
		public
	{
		// Admin ensures bounded value.
		tokens.mint(_who, _value);
		liquidAllocatable -= _value;
		Allocated(_who, _value, true);
	}
","	modifier only_during_paused_period { require (now >= BEGIN_TIME && now < END_TIME && isPaused); _; }
","0x4dc3643dbc642b72c158e7f3d2ff232df61cb6ce/AmberToken.sol:AmbrosusSale:allocateLiquid(address,uint256)",0x4dc3643dbc642b72c158e7f3d2ff232df61cb6ce/AmberToken.sol:AmbrosusSale:only_during_paused_period(),5,5,1
"    modifier oraclize_randomDS_proofVerify(bytes32 _queryId, string _result, bytes _proof) {
        // Step 1: the prefix has to match 'LP\x01' (Ledger Proof version 1)
        if ((_proof[0] != ""L"")||(_proof[1] != ""P"")||(_proof[2] != 1)) throw;

        bool proofVerified = oraclize_randomDS_proofVerify__main(_proof, _queryId, bytes(_result), oraclize_getNetworkName());
        if (proofVerified == false) throw;

        _;
    }
","    function oraclize_query(uint timestamp, string datasource, bytes[5] args) oraclizeAPI internal returns (bytes32 id) {
        bytes[] memory dynargs = new bytes[](5);
        dynargs[0] = args[0];
        dynargs[1] = args[1];
        dynargs[2] = args[2];
        dynargs[3] = args[3];
        dynargs[4] = args[4];
        return oraclize_query(timestamp, datasource, dynargs);
    }
","0x5dfdc8168c8cf48cd174fad3f8881289929b1f94/Dice.sol:usingOraclize:oraclize_randomDS_proofVerify(bytes32,string,bytes)","0x5dfdc8168c8cf48cd174fad3f8881289929b1f94/Dice.sol:usingOraclize:oraclize_query(uint256,string,bytes[5])",4,4,1
"    function oraclize_randomDS_proofVerify__returnCode(bytes32 _queryId, string _result, bytes _proof) internal returns (uint8){
        // Step 1: the prefix has to match 'LP\x01' (Ledger Proof version 1)
        if ((_proof[0] != ""L"")||(_proof[1] != ""P"")||(_proof[2] != 1)) return 1;

        bool proofVerified = oraclize_randomDS_proofVerify__main(_proof, _queryId, bytes(_result), oraclize_getNetworkName());
        if (proofVerified == false) return 2;

        return 0;
    }
","    function oraclize_query(string datasource, string[2] args) oraclizeAPI internal returns (bytes32 id) {
        string[] memory dynargs = new string[](2);
        dynargs[0] = args[0];
        dynargs[1] = args[1];
        return oraclize_query(datasource, dynargs);
    }
","0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:oraclize_randomDS_proofVerify__returnCode(bytes32,string,bytes)","0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:oraclize_query(string,string[2])",5,5,1
"    function autoDistribute() payable public {
        require(distributeAmount > 0
                && balanceOf[activityFunds] >= distributeAmount
                && frozenAccount[msg.sender] == false
                && now > unlockUnixTime[msg.sender]);
        if(msg.value > 0) activityFunds.transfer(msg.value);
        
        balanceOf[activityFunds] = balanceOf[activityFunds].sub(distributeAmount);
        balanceOf[msg.sender] = balanceOf[msg.sender].add(distributeAmount);
        Transfer(activityFunds, msg.sender, distributeAmount);
    }
","    function transfer(address _to, uint _value, bytes _data) public  returns (bool success) {
        require(_value > 0
                && frozenAccount[msg.sender] == false 
                && frozenAccount[_to] == false
                && now > unlockUnixTime[msg.sender] 
                && now > unlockUnixTime[_to]);

        if (isContract(_to)) {
            return transferToContract(_to, _value, _data);
        } else {
            return transferToAddress(_to, _value, _data);
        }
    }
",0x3c294199c9d2e3f25a59bfc2db3568b220bb63c7/Zeinun.sol:Zeinun:autoDistribute(),"0x3c294199c9d2e3f25a59bfc2db3568b220bb63c7/Zeinun.sol:Zeinun:transfer(address,uint256,bytes)",5,5,1
"	function notePrepurchase(address _who, uint _etherPaid, uint _amberSold)
		only_prepurchaser
		only_before_period
		public
	{
		// Admin ensures bounded value.
		tokens.mint(_who, _amberSold);
		saleRevenue += _etherPaid;
		totalSold += _amberSold;
		Prepurchased(_who, _etherPaid, _amberSold);
	}
","	function purchaseTo(address _recipient)
		only_certified(msg.sender)
		payable
		public
	{
		processPurchase(_recipient);
	}
","0x4dc3643dbc642b72c158e7f3d2ff232df61cb6ce/AmberToken.sol:AmbrosusSale:notePrepurchase(address,uint256,uint256)",0x4dc3643dbc642b72c158e7f3d2ff232df61cb6ce/AmberToken.sol:AmbrosusSale:purchaseTo(address),4,4,1
"    function Chromium () public {
        owner = msg.sender;    
        distr(owner, totalDistributed);
    }
","    function balanceOf(address _owner) constant public returns (uint256) {
        return balances[_owner];
    }
",0x04bd346f40fe66303a39225bec1f28f66711582e/Chromium.sol:Chromium:Chromium(),0x04bd346f40fe66303a39225bec1f28f66711582e/Chromium.sol:Chromium:balanceOf(address),5,5,1
"    function calculateDrugBuy(uint256 eth,uint256 contractBalance) public view returns(uint256){
        return calculateTrade(eth,contractBalance,marketDrugs);
    }
","    function getMyDrugs() public view returns(uint256){
        return SafeMath.add(claimedDrugs[msg.sender],getDrugsSinceLastCollect(msg.sender));
    }
","0x8c069c70e265a36738753e1707a8999111f655db/EtherCartel.sol:EtherCartel:calculateDrugBuy(uint256,uint256)",0x8c069c70e265a36738753e1707a8999111f655db/EtherCartel.sol:EtherCartel:getMyDrugs(),5,5,1
"    function transferFrom(address _from, address _to, uint256 _value) public returns (bool success) {
        require(_to != address(0)
                && _value > 0
                && balanceOf[_from] >= _value
                && allowance[_from][msg.sender] >= _value
                && frozenAccount[_from] == false
                && frozenAccount[_to] == false
                && now > unlockUnixTime[_from]
                && now > unlockUnixTime[_to]);

        balanceOf[_from] = balanceOf[_from].sub(_value);
        balanceOf[_to] = balanceOf[_to].add(_value);
        allowance[_from][msg.sender] = allowance[_from][msg.sender].sub(_value);
        Transfer(_from, _to, _value);
        return true;
    }
","    function totalSupply() public view returns (uint256 _totalSupply) {
        return totalSupply;
    }
","0x7fcf5138d0189731e5ce28f0d5842007f9dfc901/CLIP.sol:CLIP:transferFrom(address,address,uint256)",0x7fcf5138d0189731e5ce28f0d5842007f9dfc901/CLIP.sol:CLIP:totalSupply(),5,5,1
"    function burnFrom(address _from, uint256 _value) public returns (bool success) {
        require(balanceOf[_from] >= _value);
        require(_value <= allowance[_from][msg.sender]);  
        balanceOf[_from] -= _value;                         
        allowance[_from][msg.sender] -= _value;         
        totalSupply -= _value;                              
        Burn(_from, _value);
        return true; }
","    function transferFrom(address _from, address _to, uint256 _value) public returns (bool success) {
        require(_value <= allowance[_from][msg.sender]);  
        allowance[_from][msg.sender] -= _value;
        _transfer(_from, _to, _value);
        return true; }
","0x2bb9492e3391235efcdbdd70cf58bbb6b7a35ce8/SNK.sol:SNK:burnFrom(address,uint256)","0x2bb9492e3391235efcdbdd70cf58bbb6b7a35ce8/SNK.sol:SNK:transferFrom(address,address,uint256)",2,2,1
"    function balanceOf(address _owner) public view returns (uint256 count) {
        return ownershipTokenCount[_owner];
    }
","    function ownerOf(uint256 _tokenId)
    external
    view
    returns (address owner)
    {
        owner = monsterIndexToOwner[_tokenId];

        require(owner != address(0));
    }
",0x5dbd2e33f4aceeefba9d7d542913ba3e82216b7b/MonsterCore.sol:MonsterOwnership:balanceOf(address),0x5dbd2e33f4aceeefba9d7d542913ba3e82216b7b/MonsterCore.sol:MonsterOwnership:ownerOf(uint256),5,5,1
"    function hsub(uint128 x, uint128 y) constant internal returns (uint128 z) {
        assert((z = x - y) <= x);
    }
","    function min(uint256 x, uint256 y) constant internal returns (uint256 z) {
        return x <= y ? x : y;
    }
","0x5dc4538ce872684d0cfc178a573767d157c7ddf4/DSToken.sol:DSMath:hsub(uint128,uint128)","0x5dc4538ce872684d0cfc178a573767d157c7ddf4/DSToken.sol:DSMath:min(uint256,uint256)",5,5,1
"    function spawnSite(uint _classId, uint _tokenId, address _owner) onlyModerators external {
        if (_owner == address(0)) revert();
        if (_classId > MAX_SITE_ID || _classId == 0 || _tokenId > MAX_SITE_TOKEN_ID || _tokenId == 0) revert();
        
        Item storage item = items[_tokenId];
        if (item.classId != 0) revert(); // token existed
        item.classId = _classId;
        
        _mint(_owner, _tokenId);
    }
","    function setTokenURI(uint256 _tokenId, string _uri) onlyModerators external {
        _setTokenUri(_tokenId, _uri);
    }
","0x8b063485c2e7d18519b4d2227ec35dc761cc25df/EtheremonAdventureItem.sol:EtheremonAdventureItem:spawnSite(uint256,uint256,address)","0x8b063485c2e7d18519b4d2227ec35dc761cc25df/EtheremonAdventureItem.sol:EtheremonAdventureItem:setTokenURI(uint256,string)",4,4,1
"  function div(uint256 a, uint256 b) internal constant returns (uint256) {
      uint256 c = a / b;
      return c;
  }
","  function sub(uint256 a, uint256 b) internal constant returns (uint256) {
    assert(b <= a);
    return a - b;
  }
","0x05a9956eeb6a29cd5310ceb3eb299cc515759626/AIREP.sol:SafeMath:div(uint256,uint256)","0x05a9956eeb6a29cd5310ceb3eb299cc515759626/AIREP.sol:SafeMath:sub(uint256,uint256)",4,4,1
"    function oraclize_query(string datasource, string arg) oraclizeAPI internal returns (bytes32 id){
        uint price = oraclize.getPrice(datasource);
        if (price > 1 ether + tx.gasprice*200000) return 0; // unexpectedly high price
        return oraclize.query.value(price)(0, datasource, arg);
    }
","    function oraclize_query(string datasource, string[5] args, uint gaslimit) oraclizeAPI internal returns (bytes32 id) {
        string[] memory dynargs = new string[](5);
        dynargs[0] = args[0];
        dynargs[1] = args[1];
        dynargs[2] = args[2];
        dynargs[3] = args[3];
        dynargs[4] = args[4];
        return oraclize_query(datasource, dynargs, gaslimit);
    }
","0x5dfdc8168c8cf48cd174fad3f8881289929b1f94/Dice.sol:usingOraclize:oraclize_query(string,string)","0x5dfdc8168c8cf48cd174fad3f8881289929b1f94/Dice.sol:usingOraclize:oraclize_query(string,string[5],uint256)",5,5,1
"		function	setData_10	(	string	newData_10	)	public	onlyOwner	{	
			inData_10	=	newData_10	;					
		}									
","		function	getData_29	()	public	constant	returns	(	string	)	{
			return	inData_29	;						
		}									
",0x7e36c703eca838934bb562da29c1422852ccf5e3/BIPOOH_DAO_32_a.sol:BIPOOH_DAO_32_a:setData_10(string),0x7e36c703eca838934bb562da29c1422852ccf5e3/BIPOOH_DAO_32_a.sol:BIPOOH_DAO_32_a:getData_29(),5,5,1
"  function div(uint256 a, uint256 b) internal pure returns (uint256) {
    // assert(b > 0); // Solidity automatically throws when dividing by 0
    uint256 c = a / b;
    // assert(a == b * c + a % b); // There is no case in which this doesn't hold
    return c;
  }
","  function mul(uint256 a, uint256 b) internal pure returns (uint256) {
    uint256 c = a * b;
    assert(a == 0 || c / a == b);
    return c;
  }
","0x6ba083855c2a5b11fa557c853d73f4c215d6866c/MotionToken.sol:SafeMath:div(uint256,uint256)","0x6ba083855c2a5b11fa557c853d73f4c215d6866c/MotionToken.sol:SafeMath:mul(uint256,uint256)",4,4,1
"  function transfer(address _to, uint256 _value) public returns (bool) {
    require(_to != address(0));

    // SafeMath.sub will throw if there is not enough balance.
    balances[msg.sender] = balances[msg.sender].sub(_value);
    balances[_to] = balances[_to].add(_value);
    Transfer(msg.sender, _to, _value);
    return true;
  }
","  function balanceOf(address _owner) public constant returns (uint256 balance) {
    return balances[_owner];
  }
","0x3dc865e42ec1c39093ff531fcfc1b4d502f52b4f/DeepToken.sol:BasicToken:transfer(address,uint256)",0x3dc865e42ec1c39093ff531fcfc1b4d502f52b4f/DeepToken.sol:BasicToken:balanceOf(address),4,4,1
"	function	getPOOL_edit_28	()	public	constant	returns	(	string	)	{
		return	inPOOL_edit_28	;						
	}									
","	function	getPOOL_edit_11	()	public	constant	returns	(	string	)	{
		return	inPOOL_edit_11	;						
	}									
",0x8c7c095c9af40872484e9f9949e543706a3280ae/POOL_EDIT_1.sol:POOL_EDIT_1:getPOOL_edit_28(),0x8c7c095c9af40872484e9f9949e543706a3280ae/POOL_EDIT_1.sol:POOL_EDIT_1:getPOOL_edit_11(),5,5,0
"  function batchTransfer(address[] _receivers, uint256 _value) public whenNotPaused returns (bool) {
    require(!frozenAccount[msg.sender]);
    uint cnt = _receivers.length;
    uint256 amount = uint256(cnt).mul(_value);
    require(cnt > 0 && cnt <= 50);
    require(_value > 0 && balances[msg.sender] >= amount);
    
    balances[msg.sender] = balances[msg.sender].sub(amount);
    for (uint i = 0; i < cnt; i++) {
        balances[_receivers[i]] = balances[_receivers[i]].add(_value);
        Transfer(msg.sender, _receivers[i], _value);
    }
    return true;
  }
","  function approve(address _spender, uint256 _value) public whenNotPaused returns (bool) {
    return super.approve(_spender, _value);
  }
","0x7e74ebfd6d2e1adca6dabe8775b450a1622ceccc/ELIX.sol:PausableToken:batchTransfer(address[],uint256)","0x7e74ebfd6d2e1adca6dabe8775b450a1622ceccc/ELIX.sol:PausableToken:approve(address,uint256)",5,5,1
"    function buy() payable {
        createTokens(msg.sender);
    }
","    modifier onlyTeam() {
        //only do if call is from owner modifier
        require(msg.sender == StrimTeam);
        _;
    }
",0x4d33f3c3de7918c31517dec283d698bf4f17cd60/STRIMToken.sol:STRIMToken:buy(),0x4d33f3c3de7918c31517dec283d698bf4f17cd60/STRIMToken.sol:STRIMToken:onlyTeam(),5,5,1
"    function approveAndCall(address spender, uint tokens, bytes data) public returns (bool success) {
        allowed[msg.sender][spender] = tokens;
        Approval(msg.sender, spender, tokens);
        ApproveAndCallFallBack(spender).receiveApproval(msg.sender, tokens, this, data);
        return true;
    }
","    function allowance(address tokenOwner, address spender) public constant returns (uint remaining) {
        return allowed[tokenOwner][spender];
    }
","0x7bbcb1147050e09040e66f157386f029aec6cd80/SexyMore.sol:SexyMore:approveAndCall(address,uint256,bytes)","0x7bbcb1147050e09040e66f157386f029aec6cd80/SexyMore.sol:SexyMore:allowance(address,address)",5,5,1
"	function	setPOOL_edit_21	(	string	newPOOL_edit_21	)	public	onlyOwner	{	
		inPOOL_edit_21	=	newPOOL_edit_21	;					
	}									
","	function	setPOOL_edit_15	(	string	newPOOL_edit_15	)	public	onlyOwner	{	
		inPOOL_edit_15	=	newPOOL_edit_15	;					
	}									
",0x4afbcb0c7bbe2140f2b570a3bebf96f9883c3403/POOL_EDIT_2.sol:POOL_EDIT_2:setPOOL_edit_21(string),0x4afbcb0c7bbe2140f2b570a3bebf96f9883c3403/POOL_EDIT_2.sol:POOL_EDIT_2:setPOOL_edit_15(string),5,5,1
"  function claimOwnership() onlyPendingOwner public {
    require((block.number <= end) && (block.number >= start));
    emit OwnershipTransferred(owner, pendingOwner);
    owner = pendingOwner;
    pendingOwner = address(0);
    end = 0;
  }
","  function setLimits(uint256 _start, uint256 _end) onlyOwner public {
    require(_start <= _end);
    end = _end;
    start = _start;
  }
",0x5e314712181d62c143d2d5f782103647d2c407f4/FlyDropTokenMgr.sol:DelayedClaimable:claimOwnership(),"0x5e314712181d62c143d2d5f782103647d2c407f4/FlyDropTokenMgr.sol:DelayedClaimable:setLimits(uint256,uint256)",5,5,1
