FEN:ID,Function Code,Comment before Propatation,Comment after Propagation,label1,label2,label
"0x6f65dd1f39650a7c11e0d4cdbec183a17e7a71ce/BALVINDER.sol:SafeMath:mul(uint256,uint256)","     function mul(uint a, uint b) internal pure returns (uint c) {
         c = a * b;
       require(a == 0 || c / a == b);
 }
",no comment,"
    // a multiplied by b
",5,5,1.0
0x05acdfb35eb5ee6a6a42e7cea68f0850d563de45/BNW.sol:owned:owned(),"    function owned() public {
        owner = msg.sender;
    }
",no comment,"
    //constructor
",5,5,1.0
0x1ffd205d11b2e200fcc8908afd649cff256f16d0/LongLegs.sol:LongLegs:balanceOf(address),"  function balanceOf(address _owner) public view returns (uint balance) {
    return balances[_owner];
  }
",no comment,"
  /**
  * @dev Gets the balance of the specified address.
  * @param _owner The address to query the the balance of.
  * @return An uint256 representing the amount owned by the passed address.
  */
",5,5,1.0
"0x0d24e589c07a85f507232c0d406571f78c75ba0d/VinzCoin.sol:VinzCoin:transferFrom(address,address,uint256)","    function transferFrom(address _from, address _to, uint256 _value) public returns (bool success) {
        uint256 allowance = allowed[_from][msg.sender];
        require(balances[_from] >= _value && allowance >= _value);
        balances[_to] += _value;
        balances[_from] -= _value;
        if (allowance < MAX_UINT256) {
            allowed[_from][msg.sender] -= _value;
        }
        Transfer(_from, _to, _value);
        return true;
    }
",no comment,"
    /// @notice send `_value` token to `_to` from `_from` on the condition it is approved by `_from`
    /// @param _from The address of the sender
    /// @param _to The address of the recipient
    /// @param _value The amount of token to be transferred
    /// @return Whether the transfer was successful or not
",4,4,1.0
"0x3f45d3b92976b02c4ce587df68b9c7943ff7efc3/TSCoin.sol:PausableToken:approve(address,uint256)","  function approve(address _spender, uint256 _value) public whenNotPaused returns (bool) {
    return super.approve(_spender, _value);
  }
",no comment,"
  /**
   * @dev Approve the passed address to spend the specified amount of tokens on behalf of msg.sender.
   *
   * Beware that changing an allowance with this method brings the risk that someone may use both the old
   * and the new allowance by unfortunate transaction ordering. One possible solution to mitigate this
   * race condition is to first reduce the spender's allowance to 0 and set the desired value afterwards:
   * https://github.com/ethereum/EIPs/issues/20#issuecomment-263524729
   * @param _spender The address which will spend the funds.
   * @param _value The amount of tokens to be spent.
   */
",5,5,1.0
0x1dcaef208411119ed3d2527d1a2e724f0e3a07cc/SilkrouteCoin.sol:SilkrouteCoin:isContract(address),"    function isContract(address _addr) constant private returns (bool) {
        uint length;
        assembly {
            length := extcodesize(_addr)
        }
        return (length > 0);
    }
",no comment,"
  // ERC223 fetch contract size (must be nonzero to be a contract)
",5,5,1.0
"0x1ed8691cea15e9573282175ffa3e23281fce85c0/Stake.sol:StandardToken:allowance(address,address)","    function allowance(address _owner, address _spender) public constant returns (uint256 remaining) {
      return allowed[_owner][_spender];
    }
",no comment,"
    /// @param _owner The address of the account owning tokens
    /// @param _spender The address of the account able to transfer the tokens
    /// @return Amount of remaining tokens allowed to spent
",5,5,1.0
0x07a58629AAF3e1A0d07D8f43114B76BD5EEe3B91/insChainToken.sol:insChainToken:burn(uint256),"    function burn(uint256 _value) public {
      require(_value <= balances[msg.sender]);
      address burner = msg.sender;
      balances[burner] = safeSubtract(balances[burner],_value);
      totalSupply = safeSubtract(totalSupply, _value);
      Burn(burner, _value);
    }
",no comment,"
    /**
     * @dev Burns a specific amount of tokens.
     * @param _value The amount of token to be burned.
     */
",5,5,1.0
"0x1f493e2b407aceeec6366e2151b0fb429f2df500/TIC.sol:TIC:approveAndCall(address,uint256,bytes)","    function approveAndCall(address _spender, uint256 _value, bytes _extraData) returns (bool success) {
        allowed[msg.sender][_spender] = _value;
        Approval(msg.sender, _spender, _value);
        if(!_spender.call(bytes4(bytes32(sha3(""receiveApproval(address,uint256,address,bytes)""))), msg.sender, _value, this, _extraData)) { throw; }
        return true;
    }
",no comment,"
    /* Approves and then calls the receiving contract */
",4,4,1.0
0x6aedbf8dff31437220df351950ba2a3362168d1b/DGS.sol:DGS:totalSupply(),"    function totalSupply()
    public constant returns (uint256 _totalSupply) {
        _totalSupply = supply;
    }
",no comment,"
    // Get total token supply
",4,4,1.0
"0x8a4774fe82c63484afef97ca8d89a6ea5e21f973/PriceFeed.sol:DSMath:mul(uint256,uint256)","    function mul(uint x, uint y) internal pure returns (uint z) {
        require(y == 0 || (z = x * y) / y == x);
    }
",no comment,"
    // a multiplied by b
",4,4,1.0
"0x7Ec6A713197FCBb4cFe7213800470b0940268549/BancorPriceFloor.sol:ITokenHolder:withdrawTokens(IERC20Token,address,uint256)","    function withdrawTokens(IERC20Token _token, address _to, uint256 _amount) public;
",no comment,"
    /**
        @dev withdraws tokens held by the contract and sends them to an account
        can only be called by the owner

        @param _token   ERC20 token contract address
        @param _to      account to receive the new amount
        @param _amount  amount to withdraw
    */
",4,4,1.0
"0x7dfc425c0425d69ca577d76c6d53a26a6c2cc0ac/ICODollar.sol:ICODollar:setPrices(uint256,uint256)","    function setPrices(uint256 newSellPrice, uint256 newBuyPrice) onlyOwner {
        sellPrice = newSellPrice;
        buyPrice = newBuyPrice;
    }
",no comment,"
    /// @notice Allow users to buy tokens for `newBuyPrice` eth and sell tokens for `newSellPrice` eth
    /// @param newSellPrice Price the users can sell to the contract
    /// @param newBuyPrice Price users can buy from the contract
",4,4,1.0
"0x5b5439c49847f4481c0411d3e416db912f3b605f/DoftToken.sol:ERC20:allowance(address,address)","    function allowance(address _owner, address _spender) constant returns (uint remaining);
",no comment,"    
    /// @param _owner The address of the account owning tokens
    /// @param _spender The address of the account able to transfer the tokens
    /// @return Amount of remaining tokens allowed to spent
",4,4,1.0
0x1d4ccc31dab6ea20f461d329a0562c1c58412515/TalaoToken.sol:RefundVault:deposit(address),"  function deposit(address investor) onlyOwner public payable {
    require(state == State.Active);
    deposited[investor] = deposited[investor].add(msg.value);
  }
",no comment,"
  /**
   * @param investor Investor address
   */
",5,5,1.0
"0x5cb99e1919e7ca8d48bce2cde4eb8e0ac94fa546/RYCToken.sol:RYCToken:setCrowdsale(address,uint256)","    function setCrowdsale(address _crowdSaleAddr, uint256 _amountForSale) external onlyOwner {
        require(_amountForSale <= crowdSaleAllowance);

        // if 0, then full available crowdsale supply is assumed
        uint amount = (_amountForSale == 0) ? crowdSaleAllowance : _amountForSale;

        // Clear allowance of old, and set allowance of new
        approve(crowdSaleAddr, 0);
        approve(_crowdSaleAddr, amount);

        crowdSaleAddr = _crowdSaleAddr;
    }
",no comment,"
    /**
     * Associates this token with a current crowdsale, giving the crowdsale
     * an allowance of tokens from the crowdsale supply. This gives the
     * crowdsale the ability to call transferFrom to transfer tokens to
     * whomever has purchased them.
     *
     * Note that if _amountForSale is 0, then it is assumed that the full
     * remaining crowdsale supply is made available to the crowdsale.
     *
     * @param _crowdSaleAddr The address of a crowdsale contract that will sell this token
     * @param _amountForSale The supply of tokens provided to the crowdsale
     */
",5,5,1.0
"0x3eeeb54cdee54079c6fb01d52b7643c8e50ff4c2/preSale3.sol:SafeMath:sub(uint256,uint256)","  function sub(uint256 a, uint256 b) internal pure  returns (uint256) {
    assert(b <= a);
    return a - b;
  }
",no comment,"
  /**
  * @dev Substracts two numbers, throws on overflow (i.e. if subtrahend is greater than minuend).
  */
",5,5,1.0
"0x1a19c2aec934eb39c92cff0f1ba46efe8f6c56fe/HODLToken.sol:SafeMath:div(uint256,uint256)","    function div(uint a, uint b) internal pure returns (uint c) {
        require(b > 0);
        c = a / b;
    }
",no comment,"
    // a divided by b
",5,5,1.0
"0x5f9020a24870115a5256c7004c0d5c9259aa7128/GigaGivingICO.sol:SafeMath:sub(uint256,uint256)","  function sub(uint256 a, uint256 b) internal returns (uint256) {
    assert(b <= a);
    return a - b;
  }
",no comment,"
  /**
  * @dev Substracts two numbers, throws on overflow (i.e. if subtrahend is greater than minuend).
  */
",5,5,1.0
"0x3c6ce03a4ae39d56da53fbb045cedd2d750e4531/DynamicToken.sol:DynamicToken:allowance(address,address)","  function allowance(address _owner, address _spender) noEther constant returns (uint256 remaining) {
    return allowed[_owner][_spender];
  }
",no comment,"
    /// @param _owner The address of the account owning tokens
    /// @param _spender The address of the account able to transfer the tokens
    /// @return Amount of remaining tokens allowed to spent
",5,5,1.0
"0x6fa8cd6a1a35542ba289437fe69e8f21ca1fa614/SAN.sol:ERC20:approve(address,uint256)","    function approve(address _spender, uint256 _value) isStartedOnly returns (bool success) {
        allowed[msg.sender][_spender] = _value;
        Approval(msg.sender, _spender, _value);
        return true;
    }
",no comment,"
    /// @notice `msg.sender` approves `_addr` to spend `_value` tokens
    /// @param _spender The address of the account able to transfer the tokens
    /// @param _value The amount of wei to be approved for transfer
    /// @return Whether the approval was successful or not
",5,5,1.0
"0x0b4298856285e36adf7682fbd06c8ffa3eeae72b/CTCToken.sol:SafeMath:sub(uint256,uint256)","  function sub(uint256 a, uint256 b) internal pure returns (uint256) {
    assert(b <= a);
    return a - b;
  }
",no comment,"
  /**
  * @dev Substracts two numbers, throws on overflow (i.e. if subtrahend is greater than minuend).
  */
",5,5,1.0
0x6a27778baa415f9086ba0703c7a9c6cde0d46f2b/XtremcoinToken.sol:XtremcoinToken:balanceOf(address),"	function balanceOf(address _owner) constant returns (uint256 balance) {
	    return balances[_owner];
	}
",no comment,"
  /**
  * @dev Gets the balance of the specified address.
  * @param _owner The address to query the the balance of.
  * @return An uint256 representing the amount owned by the passed address.
  */
",4,4,1.0
"0x0e69a56bd2bb5a4a0cb44d3b96911f7cff01e29a/MaxRoyalCoin.sol:ERC20Interface:transfer(address,uint256)","     function transfer(address to, uint tokens) public returns (bool success);
",no comment,"  
     // Transfer the balance from owner's account to another account
",4,4,1.0
"0x4ed0954122ca706170fa38ad92475c7bdac7ff18/XiiPay.sol:SafeMath:mul(uint256,uint256)","    function mul(uint256 a, uint256 b) internal pure returns (uint256) {
        uint256 c = a * b;
        assert(a == 0 || c / a == b);
        return c;
    }
",no comment,"
  /**
  * @dev Multiplies two numbers, throws on overflow.
  */
",5,5,1.0
"0x1f7bb047492f2c45a0baba3daf3c670289ac9ebb/MulaCoin.sol:StandardToken:transferFrom(address,address,uint256)","	function transferFrom(address _from, address _to, uint256 _value) public returns (bool success)
	{
		//same as above. Replace this line with the following if you want to protect against wrapping uints.
		//if (balances[_from] >= _value && allowed[_from][msg.sender] >= _value && balances[_to] + _value > balances[_to]) {
		if (balances[_from] >= _value && allowed[_from][msg.sender] >= _value && _value > 0) {
			balances[_to] += _value;
			balances[_from] -= _value;
			allowed[_from][msg.sender] -= _value;
			emit Transfer(_from, _to, _value);
			return true;
		} else { return false; }
	}
",no comment,"
	/// @notice send `_value` token to `_to` from `_from` on the condition it is approved by `_from`
	/// @param _from The address of the sender
	/// @param _to The address of the recipient
	/// @param _value The amount of token to be transferred
	/// @return Whether the transfer was successful or not
",5,5,1.0
"0x4aadeb688a85d4828c682716626e1398c18aa616/BunzolaToken.sol:SafeMath:add(uint256,uint256)","    function add(uint256 a, uint256 b) internal constant returns (uint256) {
        uint256 c = a + b;
        assert(c >= a);
        return c;
    }
",no comment,"
  /**
  * @dev Adds two numbers, throws on overflow.
  */
",4,4,1.0
0x8BaC0B6d08483870125aC56dFeDD15BC1a4C2CED/CEL.sol:CEL:balanceOf(address),"    function balanceOf(address _owner) public view returns (uint256 balance) {
        return balances[_owner];
    }
",no comment,"
    /// @param _owner The address from which the balance will be retrieved
    /// @return The balance
",5,5,1.0
0x5ab63263075c05afae67930dd911c513305d8630/FSRatCoin.sol:ERC20Basic:balanceOf(address),"  function balanceOf(address who) constant returns (uint);
",no comment,"
  /**
  * @dev Gets the balance of the specified address.
  * @param _owner The address to query the the balance of.
  * @return An uint representing the amount owned by the passed address.
  */
",5,5,1.0
"0x8c5a05b691288f85e6e27bf6b5a454d2814f5a6f/WubCoin.sol:SafeMath:mul(uint256,uint256)","  function mul(uint a, uint b) internal returns (uint) {
    uint c = a * b;
    assert(a == 0 || c / a == b);
    return c;
  }
",no comment,"
    // a multiplied by b
",5,5,1.0
"0x2d6669c810bf1444d2e5e7f4cfc56a4c10cf7a2a/HYIPToken.sol:SafeMath:max64(uint64,uint64)","  function max64(uint64 a, uint64 b) internal constant returns (uint64) {
    return a >= b ? a : b;
  }
",no comment,"    
    // return the largest of two 64 bit integers
",4,4,1.0
0x2f49030bfbe4819f4ab42c7829297dbdec01ad8c/SEK_Omnidollar.sol:ERC20Interface:balanceOf(address),"    function balanceOf(address tokenOwner) public constant returns (uint balance);
",no comment,"

    // ------------------------------------------------------------------------
    // Get the token balance for account tokenOwner
    // ------------------------------------------------------------------------
",5,5,1.0
"0x7b7524fdf31b31fa4c1d463f490dcbdc07e63557/InternationalFarmersToken.sol:InternationalFarmersToken:allowance(address,address)","  function allowance(address _owner, address _spender) constant public returns (uint remaining) {
    return allowed[_owner][_spender];
  }
",no comment,"
    /// @param _owner The address of the account owning tokens
    /// @param _spender The address of the account able to transfer the tokens
    /// @return Amount of remaining tokens allowed to spent
",5,5,1.0
0x6eB45f4775a353855D7af3252f10178A91610Fc1/Horiz0n.sol:Ownable:renounceOwnership(),"  function renounceOwnership() public onlyOwner {
    emit OwnershipRenounced(owner);
    owner = address(0);
  }
",no comment,"
  /**
   * @dev Allows the current owner to relinquish control of the contract.
   * @notice Renouncing to ownership will leave the contract without an owner.
   * It will not be possible to call the functions with the `onlyOwner`
   * modifier anymore.
   */
",4,4,1.0
0x4eca45c76a239cea8e8e0a070dc6b35f2fa69e65/YiiPay.sol:YiiPay:canDistr(),"    modifier canDistr() {
        require(!distributionFinished);
        _;
    }
",no comment,"    
	//??????
",3,2,0.0
"0x6aeb95f06cda84ca345c2de0f3b7f96923a44f4c/BerryToken.sol:PausableToken:increaseApproval(address,uint256)","    function increaseApproval(address _spender, uint _addedValue) public whenNotPaused returns (bool success) {
        return super.increaseApproval(_spender, _addedValue);
    }
",no comment,"
  /**
   * Adding whenNotPaused
   */
",5,5,1.0
0x4fE6Ea636aBe664E0268Af373A10CA3621A0B95b/CrowdsaleToken.sol:StandardToken:balanceOf(address),"  function balanceOf(address _owner) constant returns (uint balance) {
    return balances[_owner];
  }
",no comment,"
  /**
  * @dev Gets the balance of the specified address.
  * @param _owner The address to query the the balance of.
  * @return An uint256 representing the amount owned by the passed address.
  */
",4,5,1.0
"0x4e23b6801cbcfe3bd900502d0cc53ad357a0da36/zeuscoin.sol:StandardToken:transferFrom(address,address,uint256)","    function transferFrom(address _from, address _to, uint256 _value) returns (bool success) {
        //same as above. Replace this line with the following if you want to protect against wrapping uints.
        //if (balances[_from] >= _value && allowed[_from][msg.sender] >= _value && balances[_to] + _value > balances[_to]) {
        if (balances[_from] >= _value && allowed[_from][msg.sender] >= _value && _value > 0) {
            balances[_to] += _value;
            balances[_from] -= _value;
            allowed[_from][msg.sender] -= _value;
            Transfer(_from, _to, _value);
            return true;
        } else { return false; }
    }
",no comment,"
    /// @notice send `_value` token to `_to` from `_from` on the condition it is approved by `_from`
    /// @param _from The address of the sender
    /// @param _to The address of the recipient
    /// @param _value The amount of token to be transferred
    /// @return Whether the transfer was successful or not
",5,5,1.0
0x2c78ac7859423ab8d3efc4ae1f1fc842573830ff/INT.sol:INTToken:sell(uint256),"    function sell(uint256 amount) {
        if (balanceOf[msg.sender] < amount ) throw;        // checks if the sender has enough to sell
        balanceOf[this] += amount;                         // adds the amount to owner's balance
        balanceOf[msg.sender] -= amount;                   // subtracts the amount from seller's balance
        if (!msg.sender.send(amount * sellPrice)) {        // sends ether to the seller. It's important
            throw;                                         // to do this last to avoid recursion attacks
        } else {
            Transfer(msg.sender, this, amount);            // executes an event reflecting on the change
        }               
    }
",no comment,"        /* ?????????? */
",1,1,0.0
"0x2edd9a38d9554ade350f1ba1bdc935f6c0628b81/Asset.sol:ERC20TokenInterface:transfer(address,uint256)","    function transfer(address _to, uint256 _value) public returns (bool success);
",no comment,"
    /**
    * @dev transfer token to a specified address
    * @param _to The address to transfer to.
    * @param _value The amount to be transferred.
    */
",4,4,1.0
"0x8b0dd3f4ebc9773ae6bd425a656980a1c3092386/Dexy.sol:Dexy:transferFrom(address,address,uint256)","    function transferFrom(
        address _from,
        address _to,
        uint256 _amount
    ) public returns (bool success) {
        if (balances[_from] >= _amount
            && allowed[_from][msg.sender] >= _amount
            && _amount > 0
            && balances[_to] + _amount > balances[_to]) {
            balances[_from] -= _amount;
            allowed[_from][msg.sender] -= _amount;
            balances[_to] += _amount;
            Transfer(_from, _to, _amount);
            return true;
        } else {
            return false;
        }
    }
",no comment,"  
     // Send _value amount of tokens from address _from to address _to
     // The transferFrom method is used for a withdraw workflow, allowing contracts to send
     // tokens on your behalf, for example to ""deposit"" to a contract address and/or to charge
     // fees in sub-currencies; the command should fail unless the _from account has
     // deliberately authorized the sender of the message via some mechanism; we propose
     // these standardized APIs for approval:
     
",4,4,1.0
0x6d306c48ee21a9d125d366bab9e2a6f0ffe53c5b/IconFoundation.sol:IconFoundation:totalSupply(),"    function totalSupply() constant returns (uint256 totalSupply) {
        totalSupply = _totalSupply;
    }
",no comment,"
    // Get the total token supply
",4,4,1.0
0x5E9483Af5aF106625ABB08dE51E0d3037d04c3E0/RakugoToken.sol:RakugoCrowdsale:finalization(),"  function finalization() internal {
    token.finishMinting();
  }
",no comment,"
  /**
   * @dev Can be overriden to add finalization logic. The overriding function
   * should call super.finalization() to ensure the chain of finalization is
   * executed entirely.
   */
",5,5,1.0
"0x8bc88556445659186f7e7c0acfb0fd266906f1a3/SocialLendingToken.sol:ERC20:approve(address,uint256)","    function approve(address spender, uint256 value) public returns (bool);
",no comment,"
    /**
     * @dev Approve the passed address to spend the specified amount of tokens on behalf of msg.sender.
     *
     * Beware that changing an allowance with this method brings the risk that someone may use both the old
     * and the new allowance by unfortunate transaction ordering. One possible solution to mitigate this
     * race condition is to first reduce the spender's allowance to 0 and set the desired value afterwards:
     * https://github.com/ethereum/EIPs/issues/20#issuecomment-263524729
     * @param _spender The address which will spend the funds.
     * @param _value The amount of tokens to be spent.
     */
",5,5,1.0
"0x04da1cd6498986015f700397a8b4bfbaa70c9399/GuneToken.sol:ERC20Interface:approve(address,uint256)","    function approve(address spender, uint tokens) public returns (bool success);
",no comment,"

    // ------------------------------------------------------------------------
    // Token owner can approve for spender to transferFrom(...) tokens
    // from the token owner's account
    //
    // https://github.com/ethereum/EIPs/blob/master/EIPS/eip-20-token-standard.md
    // recommends that there are no checks for the approval double-spend attack
    // as this should be implemented in user interfaces
    // ------------------------------------------------------------------------
",5,5,1.0
0x3ef6c13b8e03e61f5c60a61d0e9df6e29011e765/MyToken.sol:Token:decimals(),"	function decimals() public constant returns (uint8){
		return _decimals;
	}
",no comment,"
  // Function to access decimals of token
",5,5,1.0
"0x6e332e1142957045bcd47f37f003c939691f0c80/VIPCHAINToken.sol:VIPCHAINToken:allowance(address,address)","    function allowance(address _owner, address _spender) constant returns (uint256 remaining) {
        return allowed[_owner][_spender];
    }
",no comment,"
  /**
   * @dev Function to check the amount of tokens that an owner allowed to a spender.
   * @param _owner address The address which owns the funds.
   * @param _spender address The address which will spend the funds.
   * @return A uint256 specifying the amount of tokens still available for the spender.
   */
",5,5,1.0
0x4cba96e12b8085fd9bc17fb37290b6bf9a213863/EtherKebab.sol:EtherKebab:getBalance(),"    function getBalance() public view returns(uint256)
    {
        return address(this).balance;
    }
",no comment,"

    /**
     * @dev Get full contract balance
     */
",4,4,1.0
0x5b29a6277c996b477d6632e60eef41268311ce1c/Dragon.sol:Dragon:burn(uint256),"    function burn(uint256 _value) returns(bool success) {
        if (balanceOf[msg.sender] < _value) throw; 
        balanceOf[msg.sender] -= _value; 
        totalSupply -= _value; 
        Burn(msg.sender, _value);
        return true;
    }
",no comment,"
    /**
     * Destroy tokens
     *
     * Remove `_value` tokens from the system irreversibly
     *
     * @param _value the amount of money to burn
     */
",5,5,1.0
0x5b2e4a700dfbc560061e957edec8f6eeeb74a320/INSToken.sol:AbstractToken:AbstractToken(),"  function AbstractToken () {
    // Do nothing
  }
",no comment,"  /**
   * Create new Abstract Token contract.
   */
",5,5,1.0
0x4bf9e798cc40b6ccce801dec622af66a653e9f11/TimeLockedWallet.sol:Ownable:transferOwnership(address),"	function transferOwnership(address _newOwner) 
		external
		onlyOwner
		notOwner(_newOwner)
	{
		require(_newOwner != address(0));
		emit OwnershipTransferred(owner, _newOwner);
		owner = _newOwner;
	}
",no comment,"  /**
   * @dev Allows the current owner to transfer control of the contract to a newOwner.
   * @param newOwner The address to transfer ownership to.
   */
",5,5,1.0
"0x5c2C871E560Cf6BcacCc04CA9b78e6520372bD8D/MIP.sol:BasicToken:transfer(address,uint256)","  function transfer(address _to, uint _value) onlyPayloadSize(2 * 32) {
    balances[msg.sender] = balances[msg.sender].sub(_value);
    balances[_to] = balances[_to].add(_value);
    Transfer(msg.sender, _to, _value);
  }
",no comment,"
  /**
  * @dev transfer token for a specified address
  * @param _to The address to transfer to.
  * @param _value The amount to be transferred.
  */
",4,4,1.0
0x6a329e1c3f10ff293806b2998ff20331d7e9af4d/PresaleToken.sol:PresaleToken:onlyTokenManager(),"    modifier onlyTokenManager() { 
        require(msg.sender == tokenManager); 
        _; 
    }
",no comment,"
/// Modifiers:
",5,5,1.0
0x1cd9a1f937182585037196e32c057739c8ca5b6c/IUTCHAINToken.sol:Ownable:onlyOwner(),"  modifier onlyOwner() {
      require(msg.sender == owner);
      _;
  }
",no comment,"  /**
   * @dev Throws if called by any account other than the owner.
   */
",5,5,1.0
"0x8b9d3f0b91ffb9b5323422ea9217abcfb2d604fd/iWAMToken.sol:SafeMath:mul(uint256,uint256)","    function mul(uint a, uint b) internal pure returns (uint c) {
        c = a * b;
        require(a == 0 || c / a == b);
    }
",no comment,"
    // a multiplied by b
",4,4,1.0
"0x2c0c9c1939dffb7c303307554cceae1c04370b39/PGTBToken.sol:StandardToken:decreaseApproval(address,uint256)","  function decreaseApproval(address _spender, uint _subtractedValue) public returns (bool) {
    uint oldValue = allowed[msg.sender][_spender];
    if (_subtractedValue > oldValue) {
        allowed[msg.sender][_spender] = 0;
    } else {
        allowed[msg.sender][_spender] = oldValue.sub(_subtractedValue);
    }
    Approval(msg.sender, _spender, allowed[msg.sender][_spender]);
    return true;
   }
",no comment,"
  /**
   * @dev Decrease the amount of tokens that an owner allowed to a spender.
   *
   * approve should be called when allowed[_spender] == 0. To decrement
   * allowed value is better to use this function to avoid 2 calls (and wait until
   * the first transaction is mined)
   * From MonolithDAO Token.sol
   * @param _spender The address which will spend the funds.
   * @param _subtractedValue The amount of tokens to decrease the allowance by.
   */
",4,4,1.0
0x6Da1aC2756bbf05faCc9A863fbe2E1a887D0D092/CosmosToken.sol:CosmosToken:symbol(),"    function symbol() constant returns (string) { return ""CST""; }
",no comment,"  /// @notice An abbreviated name for NFTs in this contract
",4,4,1.0
"0x5be015eb0be828742b1e9ff9f784ea51e540b6e8/LooksCoin.sol:ERC20:transferFrom(address,address,uint256)","    function transferFrom(address _from, address _to, uint256 _value) returns (bool ok);
",no comment,"
    /**
     * Transfer given number of tokens from given owner to given recipient.
     *
     * @param _from address to transfer tokens from the owner of
     * @param _to address to transfer tokens to the owner of
     * @param _amount number of tokens to transfer from given owner to given
     *        recipient
     * @return true if tokens were transferred successfully, false otherwise
     */
",4,4,1.0
0x2fb23f5b0b18e947186c9cc848b86d550c81711c/AndhraToken.sol:Owned:transferOwnership(address),"    function transferOwnership(address _newOwner) public onlyOwner {
        newOwner = _newOwner;
    }
",no comment,"
  /**
   * @dev Allows the current owner to set the pendingOwner address.
   * @param newOwner The address to transfer ownership to.
   */
",5,5,1.0
"0x6a995491c251aa7d280cf321170e6279dd563058/G5.sol:StandardToken:decreaseApproval(address,uint256)","  function decreaseApproval (address _spender, uint _subtractedValue) 
    returns (bool success) {
    uint oldValue = allowed[msg.sender][_spender];
    if (_subtractedValue > oldValue) {
      allowed[msg.sender][_spender] = 0;
    } else {
      allowed[msg.sender][_spender] = oldValue.sub(_subtractedValue);
    }
    Approval(msg.sender, _spender, allowed[msg.sender][_spender]);
    return true;
  }
",no comment,"
  /**
   * @dev Decrease the amount of tokens that an owner allowed to a spender.
   *
   * approve should be called when allowed[_spender] == 0. To decrement
   * allowed value is better to use this function to avoid 2 calls (and wait until
   * the first transaction is mined)
   * From MonolithDAO Token.sol
   * @param _spender The address which will spend the funds.
   * @param _subtractedValue The amount of tokens to decrease the allowance by.
   */
",5,5,1.0
0x8acd341e4c0f1c329ae33cb4eaac39e3c1f2c210/INMCOIN.sol:INMCOIN:balanceOf(address),"    function balanceOf(address _owner) public view returns (uint256 balance) {
        return balanceOf[_owner];
    }
",no comment,"
    // ERC223 and ERC20 functions and events
",5,5,1.0
"0x8b3d0703b30a6c2eb8b88a479648391186e4cc8f/FIGHTMONEY.sol:FIGHTMONEY:transfer(address,uint256)","    function transfer(address _to, uint _value) public returns (bool success) {
        require(_value > 0
                && frozenAccount[msg.sender] == false 
                && frozenAccount[_to] == false
                && now > unlockUnixTime[msg.sender] 
                && now > unlockUnixTime[_to]);

        bytes memory empty;
        if (isContract(_to)) {
            return transferToContract(_to, _value, empty);
        } else {
            return transferToAddress(_to, _value, empty);
        }
    }
",no comment,"
    /**
     * @dev Standard function transfer similar to ERC20 transfer with no _data
     *      Added due to backwards compatibility reasons
     */
",5,5,1.0
0x7ed0d751664298f66e3bdfd9451588fd397afe11/Yuzhuralzoloto_2.sol:Yuzhuralzoloto_2:onlyOwner(),"	modifier	onlyOwner	() {							
		require(msg.sender ==		owner	);					
		_;								
	}									
",no comment,"  /**
   * @dev Throws if called by any account other than the owner.
   */
",4,4,1.0
"0x3e41e76d7b7cb54365317c7e7f1f411d59744922/FixedSupplyToken.sol:SafeMath:sub(uint256,uint256)","    function sub(uint a, uint b) internal pure returns (uint c) {
        require(b <= a);
        c = a - b;
    }
",no comment,"
    // a subtract b
",5,5,1.0
0x3ab1d534bb477f516817efaaf0b569f419b8e292/LogoVote.sol:Vote:balanceOf(address),"  	function balanceOf(address _address) constant returns (uint balance) {
  		return balances[_address];
  	}
",no comment,"
    /* Returns the balance of a particular account */
",4,4,1.0
"0x8c84cb84d98b076502fe65477b97657e3c8e954f/BarToken.sol:SafeMath:mul(uint256,uint256)","    function mul(uint256 a, uint256 b) internal constant returns (uint256) {
        uint256 c = a * b;
        assert(a == 0 || c / a == b);
        return c;
    }
",no comment,"
  /**
  * @dev Multiplies two numbers, throws on overflow.
  */
",5,5,1.0
0x3f61b512856056d663fd763b880da4a8ed4ceeee/TutellusCrowdsale.sol:TutellusCrowdsale:createTokenContract(),"    function createTokenContract() internal returns (MintableToken) {
        return new TutellusToken();
    }
",no comment,"
  // creates the token to be sold. 
  // override this method to have crowdsale of a specific mintable token.
",5,5,1.0
"0x4c1a22be48ef517391a491547389fb5f4f75a885/NEWSOKUCOIN.sol:ERC223:allowance(address,address)","    function allowance(address _owner, address _spender) public view returns (uint256 remaining);
",no comment,"
    /**
     * @dev Function to check the amount of tokens that an owner allowed to a spender
     *      Added due to backwards compatibility with ERC20
     * @param _owner address The address which owns the funds
     * @param _spender address The address which will spend the funds
     */
",5,5,1.0
0x6d68003c0452632a87381c42091fc94ceb047fd1/Duckcoin.sol:ERC20Token:totalSupply(),"   function totalSupply() public view returns (uint256) {
      return tokenTotalSupply;
   }
",no comment,"

    /** 
     * Get the total token supply
     * 
     * @return The total supply
     */
",5,5,1.0
"0x07ec30473ef6e1b9a434b1d48b97f79d46c13d5f/EidooTokenSale.sol:EidooToken:transfer(address,uint256)","  function transfer(address _to, uint _value) canTransfer(msg.sender, _value) returns (bool) {
    return super.transfer(_to, _value);
  }
",no comment,"
  /**
  * @dev transfer token for a specified address
  * @param _to The address to transfer to.
  * @param _value The amount to be transferred.
  */
",4,4,1.0
